case_id,firm_symbol,claim_id,opened_day,legal_track,authority,state,priority,trigger,assessment_id,correction_due_day,decision_day,publication_day,closed_day,remedy,calculated_penalty,applicable_cap,applied_penalty,redress,cross_border_consumer_case,duration_days,state_history,outcome,confidence,rule_ids,reasons,policy_regime
R-60-1,MID1,C-MID1-6,60,financial_markets,market_disclosure,closed,0.94,random_surveillance,A-60-1,,60,60,60,correct_and_publish,800834.6216290392,7000000.0,800834.62,0.0,False,0,60:screened|60:evidence_requested|60:under_assessment|60:formal_investigation|60:decided|60:published|60:closed,overstatement,0.3585688546193142,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-60-2,MID2,C-MID2-6,60,financial_markets,market_disclosure,closed,0.94,random_surveillance,A-60-2,,60,60,60,correct_and_publish,348717.1736621616,4800000.0,348717.17,0.0,False,0,60:screened|60:evidence_requested|60:under_assessment|60:formal_investigation|60:decided|60:published|60:closed,overstatement,0.2452100561722371,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-60-3,GRN2,C-GRN2-3,60,consumer,ucpd_base,closed,0.9,random_surveillance,A-60-3,,60,60,60,withdraw_publish_and_redress,1361525.0,8000000.0,1361525.0,32000.0,False,0,60:screened|60:evidence_requested|60:under_assessment|60:formal_investigation|60:decided|60:published|60:closed,overstatement,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-60-4,BRN1,C-BRN1-5,60,consumer,ucpd_base,closed,0.8500000000000001,risk_screening,A-60-4,,60,60,60,withdraw_publish_and_redress,1034747.7774785261,6000000.0,1034747.78,24000.0,False,0,60:screened|60:evidence_requested|60:under_assessment|60:formal_investigation|60:decided|60:published|60:closed,overstatement,0.36181270940481175,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-60-5,GRN1,C-GRN1-5,60,consumer,ucpd_base,closed,0.8500000000000001,random_surveillance,A-60-5,,,,60,none,0.0,0.0,0.0,0.0,False,0,60:screened|60:evidence_requested|60:under_assessment|60:closed,supported,0.24397203947368423,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Claim is not greener than the evidence estimate.,current_eu_supervision
R-60-6,GRN2,C-GRN2-5,60,consumer,ucpd_base,closed,0.8500000000000001,risk_screening,A-60-6,,60,60,60,withdraw_publish_and_redress,1361525.0,8000000.0,338242.59,0.0,False,0,60:screened|60:evidence_requested|60:under_assessment|60:formal_investigation|60:decided|60:published|60:closed,overstatement,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-60-7,MID1,C-MID1-5,60,consumer,ucpd_base,under_assessment,0.8500000000000001,risk_screening,A-60-7,,,,,none,0.0,0.0,0.0,0.0,False,,60:screened|60:evidence_requested|60:under_assessment,overstatement,0.36272511659593404,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-60-8,BRN1,C-BRN1-6,60,financial_markets,market_disclosure,under_assessment,0.75,risk_screening,A-60-8,,,,,none,0.0,0.0,0.0,0.0,False,,60:screened|60:evidence_requested|60:under_assessment,overstatement,0.36156457981046747,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-60-9,BRN2,C-BRN2-6,60,financial_markets,market_disclosure,under_assessment,0.75,risk_screening,A-60-9,,,,,none,0.0,0.0,0.0,0.0,False,,60:screened|60:evidence_requested|60:under_assessment,overstatement,0.3671574009429201,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-60-10,GRN2,C-GRN2-6,60,financial_markets,market_disclosure,under_assessment,0.75,risk_screening,A-60-10,,,,,none,0.0,0.0,0.0,0.0,False,,60:screened|60:evidence_requested|60:under_assessment,systemic_abuse,0.3576185069373826,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-60-11,MID3,C-MID3-6,60,financial_markets,market_disclosure,under_assessment,0.75,risk_screening,A-60-11,,,,,none,0.0,0.0,0.0,0.0,False,,60:screened|60:evidence_requested|60:under_assessment,overstatement,0.3599162610554803,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-60-12,BRN2,C-BRN2-5,60,consumer,ucpd_base,closed,0.7200000000000001,risk_screening,A-60-12,,,,60,none,0.0,0.0,0.0,0.0,False,0,60:screened|60:evidence_requested|60:under_assessment|60:closed,inconclusive,0.3615616154864549,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Evidence cannot separate overstatement from noise.,current_eu_supervision
R-60-13,MID3,C-MID3-5,60,consumer,ucpd_base,closed,0.7200000000000001,risk_screening,A-60-13,,,,60,none,0.0,0.0,0.0,0.0,False,0,60:screened|60:evidence_requested|60:under_assessment|60:closed,inconclusive,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Evidence cannot separate overstatement from noise.,current_eu_supervision
R-60-14,MID1,C-MID1-7,60,consumer,ucpd_base,under_assessment,0.7083277642105106,risk_screening,A-60-14,,,,,none,0.0,0.0,0.0,0.0,False,,60:screened|60:evidence_requested|60:under_assessment,systemic_abuse,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-60-15,BRN3,C-BRN3-6,60,financial_markets,market_disclosure,under_assessment,0.7000000000000001,risk_screening,A-60-15,,,,,none,0.0,0.0,0.0,0.0,False,,60:screened|60:evidence_requested|60:under_assessment,overstatement,0.24166249298077727,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-60-16,GRN1,C-GRN1-6,60,financial_markets,market_disclosure,under_assessment,0.7000000000000001,risk_screening,A-60-16,,,,,none,0.0,0.0,0.0,0.0,False,,60:screened|60:evidence_requested|60:under_assessment,overstatement,0.2376905771304193,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-60-17,GRN3,C-GRN3-6,60,financial_markets,market_disclosure,under_assessment,0.7000000000000001,risk_screening,A-60-17,,,,,none,0.0,0.0,0.0,0.0,False,,60:screened|60:evidence_requested|60:under_assessment,overstatement,0.23276917758062296,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-60-18,MID4,C-MID4-6,60,financial_markets,market_disclosure,under_assessment,0.7000000000000001,risk_screening,A-60-18,,,,,none,0.0,0.0,0.0,0.0,False,,60:screened|60:evidence_requested|60:under_assessment,overstatement,0.24818285003476945,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-60-19,GRN2,C-GRN2-7,60,consumer,ucpd_base,under_assessment,0.6771002197557803,risk_screening,A-60-19,,,,,none,0.0,0.0,0.0,0.0,False,,60:screened|60:evidence_requested|60:under_assessment,systemic_abuse,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-60-20,MID1,C-MID1-1,60,consumer,ucpd_base,under_assessment,0.6500000000000001,risk_screening,A-60-20,,,,,none,0.0,0.0,0.0,0.0,False,,60:screened|60:evidence_requested|60:under_assessment,systemic_abuse,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-120-21,BRN1,C-BRN1-12,120,consumer,ucpd_base,closed,0.94,risk_screening,A-120-21,,120,120,120,withdraw_publish_and_redress,1120190.6102010643,6000000.0,1120190.61,24000.0,False,0,120:screened|120:evidence_requested|120:under_assessment|120:formal_investigation|120:decided|120:published|120:closed,systemic_abuse,0.3647668824012579,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-120-22,BRN1,C-BRN1-13,120,financial_markets,market_disclosure,closed,0.94,random_surveillance,A-120-22,,120,120,120,correct_and_publish,706560.7571149403,6000000.0,589579.35,0.0,False,0,120:screened|120:evidence_requested|120:under_assessment|120:formal_investigation|120:decided|120:published|120:closed,systemic_abuse,0.3628375395274464,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-120-23,GRN2,C-GRN2-12,120,consumer,ucpd_base,closed,0.94,risk_screening,A-120-23,,120,120,120,withdraw_publish_and_redress,1430750.0,8000000.0,149260.74,0.0,False,0,120:screened|120:evidence_requested|120:under_assessment|120:formal_investigation|120:decided|120:published|120:closed,systemic_abuse,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-120-24,GRN2,C-GRN2-13,120,financial_markets,market_disclosure,closed,0.94,risk_screening,A-120-24,,120,120,120,correct_and_publish,941733.2153787955,8000000.0,0.0,0.0,False,0,120:screened|120:evidence_requested|120:under_assessment|120:formal_investigation|120:decided|120:published|120:closed,systemic_abuse,0.36138839741164785,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-120-25,MID1,C-MID1-12,120,consumer,ucpd_base,closed,0.94,risk_screening,A-120-25,,120,120,120,withdraw_publish_and_redress,1251906.25,7000000.0,1251906.25,28000.0,False,0,120:screened|120:evidence_requested|120:under_assessment|120:formal_investigation|120:decided|120:published|120:closed,systemic_abuse,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-120-26,MID1,C-MID1-13,120,financial_markets,market_disclosure,closed,0.94,risk_screening,A-120-26,,180,180,180,correct_and_publish,824062.1644144212,7000000.0,723187.23,0.0,False,60,120:screened|120:evidence_requested|120:under_assessment|180:formal_investigation|180:decided|180:published|180:closed,systemic_abuse,0.3616055448305773,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-120-27,MID1,C-MID1-14,120,consumer,ucpd_base,closed,0.94,risk_screening,A-120-27,,180,180,180,withdraw_publish_and_redress,1364128.429977191,7000000.0,0.0,0.0,False,60,120:screened|120:evidence_requested|120:under_assessment|180:formal_investigation|180:decided|180:published|180:closed,systemic_abuse,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-120-28,GRN2,C-GRN2-10,120,consumer,ucpd_base,under_assessment,0.8500000000000001,risk_screening,A-120-28,,,,,none,0.0,0.0,0.0,0.0,False,,120:screened|120:evidence_requested|120:under_assessment,systemic_abuse,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-120-29,GRN2,C-GRN2-8,120,consumer,ucpd_base,under_assessment,0.8500000000000001,risk_screening,A-120-29,,,,,none,0.0,0.0,0.0,0.0,False,,120:screened|120:evidence_requested|120:under_assessment,systemic_abuse,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-120-30,GRN2,C-GRN2-9,120,financial_markets,market_disclosure,under_assessment,0.8500000000000001,risk_screening,A-120-30,,,,,none,0.0,0.0,0.0,0.0,False,,120:screened|120:evidence_requested|120:under_assessment,systemic_abuse,0.360546875,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-120-31,MID1,C-MID1-10,120,consumer,ucpd_base,under_assessment,0.8500000000000001,risk_screening,A-120-31,,,,,none,0.0,0.0,0.0,0.0,False,,120:screened|120:evidence_requested|120:under_assessment,systemic_abuse,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-120-32,MID1,C-MID1-8,120,consumer,ucpd_base,under_assessment,0.8500000000000001,risk_screening,A-120-32,,,,,none,0.0,0.0,0.0,0.0,False,,120:screened|120:evidence_requested|120:under_assessment,systemic_abuse,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-120-33,MID1,C-MID1-9,120,financial_markets,market_disclosure,under_assessment,0.8500000000000001,risk_screening,A-120-33,,,,,none,0.0,0.0,0.0,0.0,False,,120:screened|120:evidence_requested|120:under_assessment,systemic_abuse,0.360546875,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-120-34,BRN2,C-BRN2-13,120,financial_markets,market_disclosure,under_assessment,0.8,risk_screening,A-120-34,,,,,none,0.0,0.0,0.0,0.0,False,,120:screened|120:evidence_requested|120:under_assessment,overstatement,0.363729226134789,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-120-35,MID3,C-MID3-13,120,financial_markets,market_disclosure,under_assessment,0.8,risk_screening,A-120-35,,,,,none,0.0,0.0,0.0,0.0,False,,120:screened|120:evidence_requested|120:under_assessment,overstatement,0.35203543949788735,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-120-36,BRN1,C-BRN1-14,120,consumer,ucpd_base,under_assessment,0.7948243122979427,risk_screening,A-120-36,,,,,none,0.0,0.0,0.0,0.0,False,,120:screened|120:evidence_requested|120:under_assessment,systemic_abuse,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-120-37,GRN2,C-GRN2-14,120,consumer,ucpd_base,under_assessment,0.7720835264186944,risk_screening,A-120-37,,,,,none,0.0,0.0,0.0,0.0,False,,120:screened|120:evidence_requested|120:under_assessment,systemic_abuse,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-120-38,BRN2,C-BRN2-12,120,consumer,ucpd_base,closed,0.7700000000000001,risk_screening,A-120-38,,,,120,none,0.0,0.0,0.0,0.0,False,0,120:screened|120:evidence_requested|120:under_assessment|120:closed,inconclusive,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Evidence cannot separate overstatement from noise.,current_eu_supervision
R-120-39,MID3,C-MID3-12,120,consumer,ucpd_base,closed,0.7700000000000001,risk_screening,A-120-39,,,,120,none,0.0,0.0,0.0,0.0,False,0,120:screened|120:evidence_requested|120:under_assessment|120:closed,inconclusive,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Evidence cannot separate overstatement from noise.,current_eu_supervision
R-120-40,BRN3,C-BRN3-13,120,financial_markets,market_disclosure,under_assessment,0.7500000000000001,risk_screening,A-120-40,,,,,none,0.0,0.0,0.0,0.0,False,,120:screened|120:evidence_requested|120:under_assessment,overstatement,0.2461478273259563,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-180-41,BRN1,C-BRN1-19,180,consumer,ucpd_base,closed,0.94,risk_screening,A-180-41,,180,180,180,withdraw_publish_and_redress,1111336.0266785352,6000000.0,142855.48,0.0,False,0,180:screened|180:evidence_requested|180:under_assessment|180:formal_investigation|180:decided|180:published|180:closed,systemic_abuse,0.36399673159036233,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-180-42,BRN1,C-BRN1-20,180,financial_markets,market_disclosure,closed,0.94,risk_screening,A-180-42,,180,180,180,correct_and_publish,707203.8763415765,6000000.0,0.0,0.0,False,0,180:screened|180:evidence_requested|180:under_assessment|180:formal_investigation|180:decided|180:published|180:closed,systemic_abuse,0.3664104241198689,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-180-43,BRN3,C-BRN3-20,180,financial_markets,market_disclosure,closed,0.94,random_surveillance,A-180-43,,180,180,180,correct_and_publish,299408.1545036366,4000000.0,299408.15,0.0,False,0,180:screened|180:evidence_requested|180:under_assessment|180:formal_investigation|180:decided|180:published|180:closed,systemic_abuse,0.24506795419697108,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-180-44,GRN2,C-GRN2-15,180,consumer,ucpd_base,closed,0.94,random_surveillance,A-180-44,,240,240,240,withdraw_publish_and_redress,1430750.0,8000000.0,401536.15,0.0,False,60,180:screened|180:evidence_requested|180:under_assessment|240:formal_investigation|240:decided|240:published|240:closed,systemic_abuse,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-180-45,GRN2,C-GRN2-19,180,consumer,ucpd_base,closed,0.94,risk_screening,A-180-45,,240,240,240,withdraw_publish_and_redress,1430750.0,8000000.0,0.0,0.0,False,60,180:screened|180:evidence_requested|180:under_assessment|240:formal_investigation|240:decided|240:published|240:closed,systemic_abuse,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-180-46,GRN2,C-GRN2-20,180,financial_markets,market_disclosure,closed,0.94,risk_screening,A-180-46,,240,240,240,correct_and_publish,941046.2719413593,8000000.0,0.0,0.0,False,60,180:screened|180:evidence_requested|180:under_assessment|240:formal_investigation|240:decided|240:published|240:closed,systemic_abuse,0.35852613308899584,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-180-47,MID1,C-MID1-19,180,consumer,ucpd_base,closed,0.94,risk_screening,A-180-47,,240,240,240,withdraw_publish_and_redress,1251906.25,7000000.0,149565.2,0.0,False,60,180:screened|180:evidence_requested|180:under_assessment|240:formal_investigation|240:decided|240:published|240:closed,systemic_abuse,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-180-48,MID1,C-MID1-20,180,financial_markets,market_disclosure,closed,0.94,random_surveillance,A-180-48,,240,240,240,correct_and_publish,825396.2504780386,7000000.0,0.0,0.0,False,60,180:screened|180:evidence_requested|180:under_assessment|240:formal_investigation|240:decided|240:published|240:closed,systemic_abuse,0.36795833560970703,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-180-49,MID3,C-MID3-15,180,consumer,ucpd_base,closed,0.87,random_surveillance,A-180-49,,,,180,none,0.0,0.0,0.0,0.0,False,0,180:screened|180:evidence_requested|180:under_assessment|180:closed,inconclusive,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Evidence cannot separate overstatement from noise.,current_eu_supervision
R-180-50,GRN2,C-GRN2-21,180,consumer,ucpd_base,under_assessment,0.8632070368310695,risk_screening,A-180-50,,,,,none,0.0,0.0,0.0,0.0,False,,180:screened|180:evidence_requested|180:under_assessment,systemic_abuse,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-180-51,MID1,C-MID1-21,180,consumer,ucpd_base,under_assessment,0.8627541265686363,risk_screening,A-180-51,,,,,none,0.0,0.0,0.0,0.0,False,,180:screened|180:evidence_requested|180:under_assessment,systemic_abuse,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-180-52,BRN1,C-BRN1-21,180,consumer,ucpd_base,under_assessment,0.8504637401751268,risk_screening,A-180-52,,,,,none,0.0,0.0,0.0,0.0,False,,180:screened|180:evidence_requested|180:under_assessment,systemic_abuse,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-180-53,BRN1,C-BRN1-15,180,consumer,ucpd_base,under_assessment,0.8500000000000001,risk_screening,A-180-53,,,,,none,0.0,0.0,0.0,0.0,False,,180:screened|180:evidence_requested|180:under_assessment,systemic_abuse,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-180-54,BRN1,C-BRN1-16,180,financial_markets,market_disclosure,under_assessment,0.8500000000000001,risk_screening,A-180-54,,,,,none,0.0,0.0,0.0,0.0,False,,180:screened|180:evidence_requested|180:under_assessment,systemic_abuse,0.360546875,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-180-55,BRN1,C-BRN1-17,180,consumer,ucpd_base,under_assessment,0.8500000000000001,risk_screening,A-180-55,,,,,none,0.0,0.0,0.0,0.0,False,,180:screened|180:evidence_requested|180:under_assessment,systemic_abuse,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-180-56,GRN2,C-GRN2-16,180,financial_markets,market_disclosure,under_assessment,0.8500000000000001,risk_screening,A-180-56,,,,,none,0.0,0.0,0.0,0.0,False,,180:screened|180:evidence_requested|180:under_assessment,systemic_abuse,0.360546875,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-180-57,GRN2,C-GRN2-17,180,consumer,ucpd_base,under_assessment,0.8500000000000001,risk_screening,A-180-57,,,,,none,0.0,0.0,0.0,0.0,False,,180:screened|180:evidence_requested|180:under_assessment,systemic_abuse,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-180-58,MID1,C-MID1-15,180,consumer,ucpd_base,under_assessment,0.8500000000000001,risk_screening,A-180-58,,,,,none,0.0,0.0,0.0,0.0,False,,180:screened|180:evidence_requested|180:under_assessment,systemic_abuse,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-180-59,MID1,C-MID1-16,180,financial_markets,market_disclosure,under_assessment,0.8500000000000001,risk_screening,A-180-59,,,,,none,0.0,0.0,0.0,0.0,False,,180:screened|180:evidence_requested|180:under_assessment,systemic_abuse,0.360546875,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-180-60,MID1,C-MID1-17,180,consumer,ucpd_base,under_assessment,0.8500000000000001,risk_screening,A-180-60,,,,,none,0.0,0.0,0.0,0.0,False,,180:screened|180:evidence_requested|180:under_assessment,systemic_abuse,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-240-61,BRN1,C-BRN1-24,240,consumer,ucpd_base,closed,0.94,random_surveillance,A-240-61,,360,360,360,withdraw_publish_and_redress,1073062.5,6000000.0,942878.86,0.0,False,120,240:screened|240:evidence_requested|240:under_assessment|360:formal_investigation|360:decided|360:published|360:closed,systemic_abuse,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-240-62,BRN1,C-BRN1-26,240,consumer,ucpd_base,closed,0.94,risk_screening,A-240-62,,360,360,360,withdraw_publish_and_redress,1073062.5,6000000.0,0.0,0.0,False,120,240:screened|240:evidence_requested|240:under_assessment|360:formal_investigation|360:decided|360:published|360:closed,systemic_abuse,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-240-63,BRN1,C-BRN1-27,240,financial_markets,market_disclosure,closed,0.94,risk_screening,A-240-63,,360,360,360,correct_and_publish,705881.0053791031,6000000.0,0.0,0.0,False,120,240:screened|240:evidence_requested|240:under_assessment|360:formal_investigation|360:decided|360:published|360:closed,systemic_abuse,0.35906114099501685,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-240-64,GRN2,C-GRN2-26,240,consumer,ucpd_base,closed,0.94,risk_screening,A-240-64,,360,360,360,withdraw_publish_and_redress,1430750.0,8000000.0,436009.45,0.0,False,120,240:screened|240:evidence_requested|240:under_assessment|360:formal_investigation|360:decided|360:published|360:closed,systemic_abuse,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-240-65,GRN2,C-GRN2-27,240,financial_markets,market_disclosure,closed,0.94,risk_screening,A-240-65,,360,360,360,correct_and_publish,941120.458553927,8000000.0,0.0,0.0,False,120,240:screened|240:evidence_requested|240:under_assessment|360:formal_investigation|360:decided|360:published|360:closed,systemic_abuse,0.3588352439746959,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-240-66,MID1,C-MID1-26,240,consumer,ucpd_base,closed,0.94,risk_screening,A-240-66,,480,480,480,withdraw_publish_and_redress,1251906.25,7000000.0,1251906.25,28000.0,False,240,240:screened|240:evidence_requested|240:under_assessment|480:formal_investigation|480:decided|480:published|480:closed,systemic_abuse,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-240-67,MID1,C-MID1-27,240,financial_markets,market_disclosure,closed,0.94,risk_screening,A-240-67,,480,480,480,correct_and_publish,821643.1321543481,7000000.0,215157.2,0.0,False,240,240:screened|240:evidence_requested|240:under_assessment|480:formal_investigation|480:decided|480:published|480:closed,systemic_abuse,0.35008634359213325,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
