case_id,firm_symbol,claim_id,opened_day,legal_track,authority,state,priority,trigger,assessment_id,correction_due_day,decision_day,publication_day,closed_day,remedy,calculated_penalty,applicable_cap,applied_penalty,redress,cross_border_consumer_case,duration_days,state_history,outcome,confidence,rule_ids,reasons,policy_regime
R-960-232,MID3,C-MID3-83,960,financial_markets,market_disclosure,closed,0.94,risk_screening,A-960-232,,1860,1860,1860,correct_and_publish,292196.3631330527,3000000.0,292196.36,0.0,False,900,960:screened|960:evidence_requested|960:under_assessment|1860:formal_investigation|1860:decided|1860:published|1860:closed,systemic_abuse,0.36662625703391793,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-960-233,MID4,C-MID4-145,960,consumer,directive_2024_825,closed,0.94,random_surveillance,A-960-233,,1920,1920,1920,withdraw_publish_and_redress,158551.98884176067,9000000.0,158551.99,36000.0,False,960,960:screened|960:evidence_requested|960:under_assessment|1920:formal_investigation|1920:decided|1920:published|1920:closed,prohibited_practice,0.2446789951261739,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION|D2024-825-OFFSET-IMPACT-CLAIM|D2024-825-WHOLE-BUSINESS-OVERREACH,Impact-neutrality or reduction claim based on offsets without transparent separation.|Net-zero presentation omits Scope 3 boundary.,current_eu_supervision
R-960-234,BRN2,C-BRN2-145,960,consumer,directive_2024_825,under_assessment,0.92,risk_screening,A-960-234,,,,,none,0.0,0.0,0.0,0.0,False,,960:screened|960:evidence_requested|960:under_assessment,prohibited_practice,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION|D2024-825-OFFSET-IMPACT-CLAIM|D2024-825-WHOLE-BUSINESS-OVERREACH,Impact-neutrality or reduction claim based on offsets without transparent separation.|Net-zero presentation omits Scope 3 boundary.,current_eu_supervision
R-960-235,MID3,C-MID3-82,960,consumer,directive_2024_825,under_assessment,0.92,risk_screening,A-960-235,,,,,none,0.0,0.0,0.0,0.0,False,,960:screened|960:evidence_requested|960:under_assessment,prohibited_practice,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION|D2024-825-OFFSET-IMPACT-CLAIM|D2024-825-WHOLE-BUSINESS-OVERREACH,Impact-neutrality or reduction claim based on offsets without transparent separation.|Net-zero presentation omits Scope 3 boundary.,current_eu_supervision
R-960-236,BRN1,C-BRN1-141,960,consumer,directive_2024_825,under_assessment,0.9093261189806856,risk_screening,A-960-236,,,,,none,0.0,0.0,0.0,0.0,False,,960:screened|960:evidence_requested|960:under_assessment,systemic_abuse,0.6055040322580646,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-960-237,GRN2,C-GRN2-147,960,consumer,directive_2024_825,under_assessment,0.9027847418138258,risk_screening,A-960-237,,,,,none,0.0,0.0,0.0,0.0,False,,960:screened|960:evidence_requested|960:under_assessment,systemic_abuse,0.6055040322580646,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-960-238,BRN3,C-BRN3-83,960,financial_markets,market_disclosure,under_assessment,0.9000000000000001,risk_screening,A-960-238,,,,,none,0.0,0.0,0.0,0.0,False,,960:screened|960:evidence_requested|960:under_assessment,systemic_abuse,0.23995618759856496,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-960-239,GRN3,C-GRN3-83,960,financial_markets,market_disclosure,under_assessment,0.9000000000000001,risk_screening,A-960-239,,,,,none,0.0,0.0,0.0,0.0,False,,960:screened|960:evidence_requested|960:under_assessment,systemic_abuse,0.24353659361388397,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-960-240,BRN1,C-BRN1-143,960,consumer,directive_2024_825,under_assessment,0.8818379297438734,risk_screening,A-960-240,,,,,none,0.0,0.0,0.0,0.0,False,,960:screened|960:evidence_requested|960:under_assessment,systemic_abuse,0.6055040322580646,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-1020-241,BRN1,C-BRN1-156,1020,sustainability_reporting,csrd,closed,0.94,random_surveillance,A-1020-241,,1920,1920,1920,correct_and_publish,286016.09544204467,6000000.0,286016.1,0.0,False,900,1020:screened|1020:evidence_requested|1020:under_assessment|1920:formal_investigation|1920:decided|1920:published|1920:closed,systemic_abuse,0.6092946316623868,CSRD-REPORTING-SCOPE|CSRD-LIMITED-ASSURANCE,Material greener-than-evidence representation.,current_eu_supervision
R-1020-242,BRN1,C-BRN1-161,1020,consumer,directive_2024_825,closed,0.94,risk_screening,A-1020-242,,1920,1920,1920,withdraw_publish_and_redress,1081144.6574306856,6000000.0,246744.6,0.0,False,900,1020:screened|1020:evidence_requested|1020:under_assessment|1920:formal_investigation|1920:decided|1920:published|1920:closed,prohibited_practice,0.3628675237014263,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION|D2024-825-OFFSET-IMPACT-CLAIM|D2024-825-WHOLE-BUSINESS-OVERREACH,Impact-neutrality or reduction claim based on offsets without transparent separation.|Net-zero presentation omits Scope 3 boundary.,current_eu_supervision
R-1020-243,BRN1,C-BRN1-162,1020,financial_markets,market_disclosure,closed,0.94,risk_screening,A-1020-243,,1920,1920,1920,correct_and_publish,795698.4698043272,6000000.0,0.0,0.0,False,900,1020:screened|1020:evidence_requested|1020:under_assessment|1920:formal_investigation|1920:decided|1920:published|1920:closed,systemic_abuse,0.6139261750886116,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-1020-244,BRN2,C-BRN2-153,1020,sustainability_reporting,csrd,closed,0.94,random_surveillance,A-1020-244,,1920,1920,1920,correct_and_publish,165378.32632842616,5200000.0,165378.33,0.0,False,900,1020:screened|1020:evidence_requested|1020:under_assessment|1920:formal_investigation|1920:decided|1920:published|1920:closed,systemic_abuse,0.6055040322580646,CSRD-REPORTING-SCOPE|CSRD-LIMITED-ASSURANCE,Material greener-than-evidence representation.,current_eu_supervision
R-1020-245,BRN2,C-BRN2-162,1020,financial_markets,market_disclosure,under_assessment,0.94,risk_screening,A-1020-245,,,,,none,0.0,0.0,0.0,0.0,False,,1020:screened|1020:evidence_requested|1020:under_assessment,systemic_abuse,0.6056190209976487,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-1020-246,GRN1,C-GRN1-162,1020,financial_markets,market_disclosure,under_assessment,0.94,random_surveillance,A-1020-246,,,,,none,0.0,0.0,0.0,0.0,False,,1020:screened|1020:evidence_requested|1020:under_assessment,systemic_abuse,0.5039122282363323,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-1020-247,GRN2,C-GRN2-161,1020,consumer,directive_2024_825,under_assessment,0.94,risk_screening,A-1020-247,,,,,none,0.0,0.0,0.0,0.0,False,,1020:screened|1020:evidence_requested|1020:under_assessment,prohibited_practice,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION|D2024-825-OFFSET-IMPACT-CLAIM|D2024-825-WHOLE-BUSINESS-OVERREACH,Impact-neutrality or reduction claim based on offsets without transparent separation.|Net-zero presentation omits Scope 3 boundary.,current_eu_supervision
R-1020-248,GRN2,C-GRN2-162,1020,financial_markets,market_disclosure,under_assessment,0.94,risk_screening,A-1020-248,,,,,none,0.0,0.0,0.0,0.0,False,,1020:screened|1020:evidence_requested|1020:under_assessment,systemic_abuse,0.6087185903268154,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-1020-249,MID1,C-MID1-89,1020,consumer,directive_2024_825,under_assessment,0.94,random_surveillance,A-1020-249,,,,,none,0.0,0.0,0.0,0.0,False,,1020:screened|1020:evidence_requested|1020:under_assessment,prohibited_practice,0.3650154639002628,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION|D2024-825-OFFSET-IMPACT-CLAIM|D2024-825-WHOLE-BUSINESS-OVERREACH,Impact-neutrality or reduction claim based on offsets without transparent separation.|Net-zero presentation omits Scope 3 boundary.,current_eu_supervision
R-1020-250,MID1,C-MID1-90,1020,financial_markets,market_disclosure,under_assessment,0.94,risk_screening,A-1020-250,,,,,none,0.0,0.0,0.0,0.0,False,,1020:screened|1020:evidence_requested|1020:under_assessment,systemic_abuse,0.35855502677525863,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-1020-251,MID2,C-MID2-162,1020,financial_markets,market_disclosure,under_assessment,0.94,random_surveillance,A-1020-251,,,,,none,0.0,0.0,0.0,0.0,False,,1020:screened|1020:evidence_requested|1020:under_assessment,overstatement,0.482334981471073,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-1020-252,MID3,C-MID3-90,1020,financial_markets,market_disclosure,under_assessment,0.94,risk_screening,A-1020-252,,,,,none,0.0,0.0,0.0,0.0,False,,1020:screened|1020:evidence_requested|1020:under_assessment,systemic_abuse,0.3560010567059926,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-1020-253,MID3,C-MID3-91,1020,consumer,directive_2024_825,under_assessment,0.94,random_surveillance,A-1020-253,,,,,none,0.0,0.0,0.0,0.0,False,,1020:screened|1020:evidence_requested|1020:under_assessment,prohibited_practice,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION|D2024-825-GENERIC-CLAIM|D2024-825-SUSTAINABILITY-LABEL,Unsubstantiated generic environmental claim.|Sustainability label lacks independent verification.,current_eu_supervision
R-1020-254,BRN2,C-BRN2-161,1020,consumer,directive_2024_825,under_assessment,0.92,risk_screening,A-1020-254,,,,,none,0.0,0.0,0.0,0.0,False,,1020:screened|1020:evidence_requested|1020:under_assessment,prohibited_practice,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION|D2024-825-OFFSET-IMPACT-CLAIM|D2024-825-WHOLE-BUSINESS-OVERREACH,Impact-neutrality or reduction claim based on offsets without transparent separation.|Net-zero presentation omits Scope 3 boundary.,current_eu_supervision
R-1020-255,MID3,C-MID3-89,1020,consumer,directive_2024_825,under_assessment,0.92,risk_screening,A-1020-255,,,,,none,0.0,0.0,0.0,0.0,False,,1020:screened|1020:evidence_requested|1020:under_assessment,prohibited_practice,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION|D2024-825-OFFSET-IMPACT-CLAIM|D2024-825-WHOLE-BUSINESS-OVERREACH,Impact-neutrality or reduction claim based on offsets without transparent separation.|Net-zero presentation omits Scope 3 boundary.,current_eu_supervision
R-1020-256,BRN1,C-BRN1-158,1020,financial_markets,market_disclosure,under_assessment,0.9062960240469712,risk_screening,A-1020-256,,,,,none,0.0,0.0,0.0,0.0,False,,1020:screened|1020:evidence_requested|1020:under_assessment,systemic_abuse,0.6055040322580646,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-1020-257,BRN3,C-BRN3-90,1020,financial_markets,market_disclosure,under_assessment,0.9000000000000001,risk_screening,A-1020-257,,,,,none,0.0,0.0,0.0,0.0,False,,1020:screened|1020:evidence_requested|1020:under_assessment,systemic_abuse,0.23040363935493235,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-1020-258,GRN3,C-GRN3-90,1020,financial_markets,market_disclosure,under_assessment,0.9000000000000001,risk_screening,A-1020-258,,,,,none,0.0,0.0,0.0,0.0,False,,1020:screened|1020:evidence_requested|1020:under_assessment,systemic_abuse,0.23993404113339317,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-1020-259,GRN2,C-GRN2-156,1020,sustainability_reporting,csrd,under_assessment,0.8675128143470467,risk_screening,A-1020-259,,,,,none,0.0,0.0,0.0,0.0,False,,1020:screened|1020:evidence_requested|1020:under_assessment,systemic_abuse,0.6008126551131512,CSRD-REPORTING-SCOPE|CSRD-LIMITED-ASSURANCE,Material greener-than-evidence representation.,current_eu_supervision
R-1020-260,BRN1,C-BRN1-153,1020,sustainability_reporting,csrd,under_assessment,0.858515893062571,risk_screening,A-1020-260,,,,,none,0.0,0.0,0.0,0.0,False,,1020:screened|1020:evidence_requested|1020:under_assessment,systemic_abuse,0.6055040322580646,CSRD-REPORTING-SCOPE|CSRD-LIMITED-ASSURANCE,Material greener-than-evidence representation.,current_eu_supervision
R-1080-261,BRN1,C-BRN1-173,1080,consumer,directive_2024_825,under_assessment,0.94,random_surveillance,A-1080-261,,,,,none,0.0,0.0,0.0,0.0,False,,1080:screened|1080:evidence_requested|1080:under_assessment,systemic_abuse,0.6055040322580646,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-1080-262,BRN1,C-BRN1-177,1080,consumer,directive_2024_825,under_assessment,0.94,risk_screening,A-1080-262,,,,,none,0.0,0.0,0.0,0.0,False,,1080:screened|1080:evidence_requested|1080:under_assessment,prohibited_practice,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION|D2024-825-OFFSET-IMPACT-CLAIM|D2024-825-WHOLE-BUSINESS-OVERREACH,Impact-neutrality or reduction claim based on offsets without transparent separation.|Net-zero presentation omits Scope 3 boundary.,current_eu_supervision
R-1080-263,BRN1,C-BRN1-178,1080,financial_markets,market_disclosure,under_assessment,0.94,risk_screening,A-1080-263,,,,,none,0.0,0.0,0.0,0.0,False,,1080:screened|1080:evidence_requested|1080:under_assessment,systemic_abuse,0.5953705917281855,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-1080-264,BRN2,C-BRN2-172,1080,sustainability_reporting,csrd,under_assessment,0.94,random_surveillance,A-1080-264,,,,,none,0.0,0.0,0.0,0.0,False,,1080:screened|1080:evidence_requested|1080:under_assessment,systemic_abuse,0.6131550381239421,CSRD-REPORTING-SCOPE|CSRD-LIMITED-ASSURANCE,Material greener-than-evidence representation.,current_eu_supervision
R-1080-265,BRN2,C-BRN2-178,1080,financial_markets,market_disclosure,under_assessment,0.94,risk_screening,A-1080-265,,,,,none,0.0,0.0,0.0,0.0,False,,1080:screened|1080:evidence_requested|1080:under_assessment,systemic_abuse,0.5995651501262464,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-1080-266,GRN2,C-GRN2-177,1080,consumer,directive_2024_825,under_assessment,0.94,risk_screening,A-1080-266,,,,,none,0.0,0.0,0.0,0.0,False,,1080:screened|1080:evidence_requested|1080:under_assessment,prohibited_practice,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION|D2024-825-OFFSET-IMPACT-CLAIM|D2024-825-WHOLE-BUSINESS-OVERREACH,Impact-neutrality or reduction claim based on offsets without transparent separation.|Net-zero presentation omits Scope 3 boundary.,current_eu_supervision
R-1080-267,GRN2,C-GRN2-178,1080,financial_markets,market_disclosure,under_assessment,0.94,risk_screening,A-1080-267,,,,,none,0.0,0.0,0.0,0.0,False,,1080:screened|1080:evidence_requested|1080:under_assessment,systemic_abuse,0.6078218409281045,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-1080-268,MID1,C-MID1-96,1080,consumer,directive_2024_825,under_assessment,0.94,random_surveillance,A-1080-268,,,,,none,0.0,0.0,0.0,0.0,False,,1080:screened|1080:evidence_requested|1080:under_assessment,prohibited_practice,0.3608686072346951,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION|D2024-825-OFFSET-IMPACT-CLAIM|D2024-825-WHOLE-BUSINESS-OVERREACH,Impact-neutrality or reduction claim based on offsets without transparent separation.|Net-zero presentation omits Scope 3 boundary.,current_eu_supervision
R-1080-269,MID1,C-MID1-97,1080,financial_markets,market_disclosure,under_assessment,0.94,risk_screening,A-1080-269,,,,,none,0.0,0.0,0.0,0.0,False,,1080:screened|1080:evidence_requested|1080:under_assessment,systemic_abuse,0.3599373653049701,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-1080-270,MID2,C-MID2-177,1080,consumer,directive_2024_825,under_assessment,0.94,random_surveillance,A-1080-270,,,,,none,0.0,0.0,0.0,0.0,False,,1080:screened|1080:evidence_requested|1080:under_assessment,prohibited_practice,0.24397203947368423,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION|D2024-825-OFFSET-IMPACT-CLAIM|D2024-825-WHOLE-BUSINESS-OVERREACH,Impact-neutrality or reduction claim based on offsets without transparent separation.|Net-zero presentation omits Scope 3 boundary.,current_eu_supervision
R-1080-271,MID3,C-MID3-94,1080,consumer,directive_2024_825,closed,0.94,random_surveillance,A-1080-271,,,,1080,none,0.0,0.0,0.0,0.0,False,0,1080:screened|1080:evidence_requested|1080:under_assessment|1080:closed,inconclusive,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Evidence cannot separate overstatement from noise.,current_eu_supervision
R-1080-272,MID3,C-MID3-97,1080,financial_markets,market_disclosure,under_assessment,0.94,risk_screening,A-1080-272,,,,,none,0.0,0.0,0.0,0.0,False,,1080:screened|1080:evidence_requested|1080:under_assessment,systemic_abuse,0.35761192898901695,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-1080-273,BRN2,C-BRN2-177,1080,consumer,directive_2024_825,under_assessment,0.92,risk_screening,A-1080-273,,,,,none,0.0,0.0,0.0,0.0,False,,1080:screened|1080:evidence_requested|1080:under_assessment,prohibited_practice,0.3615854614143482,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION|D2024-825-OFFSET-IMPACT-CLAIM|D2024-825-WHOLE-BUSINESS-OVERREACH,Impact-neutrality or reduction claim based on offsets without transparent separation.|Net-zero presentation omits Scope 3 boundary.,current_eu_supervision
R-1080-274,MID3,C-MID3-96,1080,consumer,directive_2024_825,under_assessment,0.92,risk_screening,A-1080-274,,,,,none,0.0,0.0,0.0,0.0,False,,1080:screened|1080:evidence_requested|1080:under_assessment,prohibited_practice,0.36340523296515304,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION|D2024-825-OFFSET-IMPACT-CLAIM|D2024-825-WHOLE-BUSINESS-OVERREACH,Impact-neutrality or reduction claim based on offsets without transparent separation.|Net-zero presentation omits Scope 3 boundary.,current_eu_supervision
R-1080-275,BRN3,C-BRN3-97,1080,financial_markets,market_disclosure,under_assessment,0.9000000000000001,risk_screening,A-1080-275,,,,,none,0.0,0.0,0.0,0.0,False,,1080:screened|1080:evidence_requested|1080:under_assessment,systemic_abuse,0.251906379694977,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-1080-276,GRN3,C-GRN3-97,1080,financial_markets,market_disclosure,under_assessment,0.9000000000000001,risk_screening,A-1080-276,,,,,none,0.0,0.0,0.0,0.0,False,,1080:screened|1080:evidence_requested|1080:under_assessment,systemic_abuse,0.2524708193185575,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-1080-277,MID4,C-MID4-178,1080,financial_markets,market_disclosure,under_assessment,0.9,risk_screening,A-1080-277,,,,,none,0.0,0.0,0.0,0.0,False,,1080:screened|1080:evidence_requested|1080:under_assessment,systemic_abuse,0.48021185905353747,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-1080-278,BRN1,C-BRN1-166,1080,sustainability_reporting,csrd,under_assessment,0.8980801966304883,random_surveillance,A-1080-278,,,,,none,0.0,0.0,0.0,0.0,False,,1080:screened|1080:evidence_requested|1080:under_assessment,systemic_abuse,0.6055140103262505,CSRD-REPORTING-SCOPE|CSRD-LIMITED-ASSURANCE,Material greener-than-evidence representation.,current_eu_supervision
R-1080-279,GRN2,C-GRN2-174,1080,financial_markets,market_disclosure,under_assessment,0.8953917356786938,risk_screening,A-1080-279,,,,,none,0.0,0.0,0.0,0.0,False,,1080:screened|1080:evidence_requested|1080:under_assessment,systemic_abuse,0.6055040322580646,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-1080-280,GRN2,C-GRN2-166,1080,sustainability_reporting,csrd,under_assessment,0.8897906139668904,random_surveillance,A-1080-280,,,,,none,0.0,0.0,0.0,0.0,False,,1080:screened|1080:evidence_requested|1080:under_assessment,systemic_abuse,0.5964829967222731,CSRD-REPORTING-SCOPE|CSRD-LIMITED-ASSURANCE,Material greener-than-evidence representation.,current_eu_supervision
R-1200-281,BRN1,C-BRN1-189,1200,consumer,directive_2024_825,under_assessment,0.94,random_surveillance,A-1200-281,,,,,none,0.0,0.0,0.0,0.0,False,,1200:screened|1200:evidence_requested|1200:under_assessment,systemic_abuse,0.6055040322580646,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
R-1200-282,BRN1,C-BRN1-190,1200,financial_markets,market_disclosure,under_assessment,0.94,random_surveillance,A-1200-282,,,,,none,0.0,0.0,0.0,0.0,False,,1200:screened|1200:evidence_requested|1200:under_assessment,systemic_abuse,0.6055040322580646,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-1200-283,BRN1,C-BRN1-193,1200,consumer,directive_2024_825,under_assessment,0.94,risk_screening,A-1200-283,,,,,none,0.0,0.0,0.0,0.0,False,,1200:screened|1200:evidence_requested|1200:under_assessment,prohibited_practice,0.36128251214980983,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION|D2024-825-OFFSET-IMPACT-CLAIM|D2024-825-WHOLE-BUSINESS-OVERREACH,Impact-neutrality or reduction claim based on offsets without transparent separation.|Net-zero presentation omits Scope 3 boundary.,current_eu_supervision
R-1200-284,BRN1,C-BRN1-194,1200,financial_markets,market_disclosure,under_assessment,0.94,risk_screening,A-1200-284,,,,,none,0.0,0.0,0.0,0.0,False,,1200:screened|1200:evidence_requested|1200:under_assessment,systemic_abuse,0.6069093272532415,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-1200-285,BRN2,C-BRN2-194,1200,financial_markets,market_disclosure,under_assessment,0.94,risk_screening,A-1200-285,,,,,none,0.0,0.0,0.0,0.0,False,,1200:screened|1200:evidence_requested|1200:under_assessment,systemic_abuse,0.6014410244507261,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-1200-286,GRN2,C-GRN2-193,1200,consumer,directive_2024_825,under_assessment,0.94,risk_screening,A-1200-286,,,,,none,0.0,0.0,0.0,0.0,False,,1200:screened|1200:evidence_requested|1200:under_assessment,prohibited_practice,0.3614304587039271,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION|D2024-825-OFFSET-IMPACT-CLAIM|D2024-825-WHOLE-BUSINESS-OVERREACH,Impact-neutrality or reduction claim based on offsets without transparent separation.|Net-zero presentation omits Scope 3 boundary.,current_eu_supervision
R-1200-287,GRN2,C-GRN2-194,1200,financial_markets,market_disclosure,under_assessment,0.94,risk_screening,A-1200-287,,,,,none,0.0,0.0,0.0,0.0,False,,1200:screened|1200:evidence_requested|1200:under_assessment,systemic_abuse,0.5962653862794557,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-1200-288,MID1,C-MID1-103,1200,consumer,directive_2024_825,under_assessment,0.94,risk_screening,A-1200-288,,,,,none,0.0,0.0,0.0,0.0,False,,1200:screened|1200:evidence_requested|1200:under_assessment,prohibited_practice,0.360546875,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION|D2024-825-OFFSET-IMPACT-CLAIM|D2024-825-WHOLE-BUSINESS-OVERREACH,Impact-neutrality or reduction claim based on offsets without transparent separation.|Net-zero presentation omits Scope 3 boundary.,current_eu_supervision
R-1200-289,MID1,C-MID1-104,1200,financial_markets,market_disclosure,under_assessment,0.94,random_surveillance,A-1200-289,,,,,none,0.0,0.0,0.0,0.0,False,,1200:screened|1200:evidence_requested|1200:under_assessment,systemic_abuse,0.366716621022984,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-1200-290,MID3,C-MID3-104,1200,financial_markets,market_disclosure,under_assessment,0.94,risk_screening,A-1200-290,,,,,none,0.0,0.0,0.0,0.0,False,,1200:screened|1200:evidence_requested|1200:under_assessment,systemic_abuse,0.36201683998884365,ISSUER-CLEAR-FAIR-NOT-MISLEADING|MAR-PROSPECTUS-TRANSPARENCY-SCOPE-SCREEN,Material greener-than-evidence representation.,current_eu_supervision
R-1200-291,GRN2,C-GRN2-195,1200,consumer,directive_2024_825,under_assessment,0.9216646220143396,risk_screening,A-1200-291,,,,,none,0.0,0.0,0.0,0.0,False,,1200:screened|1200:evidence_requested|1200:under_assessment,systemic_abuse,0.6055040322580646,UCPD-MISLEADING-ACTION|UCPD-MISLEADING-OMISSION,Material greener-than-evidence representation.,current_eu_supervision
