day,asset_price,corporate_balance,noise_count,fundamentalist_count,chartist_count,noise_wealth,fundamentalist_wealth,chartist_wealth,market_maker_wealth,manipulator_wealth,p_green,aggregate_dg,credibility_index,scandals_cum,greenwash_extracted,green_bond_stock,bond_coupons_cum,bank_required_reserves,reserve_shortfalls_cum,BRN1_disclosed,BRN1_true,BRN2_disclosed,BRN2_true,BRN3_disclosed,BRN3_true,MID1_disclosed,MID1_true,MID2_disclosed,MID2_true,MID3_disclosed,MID3_true,MID4_disclosed,MID4_true,GRN1_disclosed,GRN1_true,GRN2_disclosed,GRN2_true,GRN3_disclosed,GRN3_true
17,98.14166666666668,2418201.1621986,33,33,34,101812.60372027566,102011.24600049759,101854.41915911608,1982804.5955475632,2333406.701210633,1.0660450431309558,-0.014236433519748815,0.600000000000001,0,0.0,0.0,0.0,0.0,0,0.05,0.04890880382583489,0.15,0.14524739672855472,0.25,0.24084191383429143,0.35,0.33545629312292397,0.45,0.42849725581252285,0.55,0.524,0.65,0.624,0.75,0.724,0.85,0.824,0.95,0.9239999999999999
18,97.86659574468086,2414100.1744088973,33,33,34,101854.31270199647,102045.15959419934,101893.22401143522,1980136.8921815618,2334257.7442905353,1.0418446028123929,-0.013894070414487515,0.600000000000001,0,0.0,0.0,0.0,0.0,0,0.05,0.04881154936141749,0.15,0.14487332963656552,0.25,0.24013613255884902,0.35,0.3343520642669906,0.45,0.4268845170858177,0.55,0.522,0.65,0.622,0.75,0.722,0.85,0.822,0.95,0.9219999999999999
19,97.95279999999998,2419297.638442032,33,33,34,102127.62236014221,102314.78294032789,102170.10681904145,1981086.3058545375,2339783.135294687,1.0176684770875812,-0.013555521901787208,0.600000000000001,0,0.0,0.0,0.0,0.0,0,0.05,0.04876548749266541,0.15,0.14455600577393748,0.25,0.23949551348525355,0.35,0.3333227778282627,0.45,0.425362286427734,0.55,0.52,0.65,0.62,0.75,0.72,0.85,0.82,0.95,0.9199999999999999
20,97.95279999999998,2419297.638442032,33,33,34,102128.3191666374,102315.72233197116,102170.81237645623,1981167.5919720102,2339823.1056643715,1.0176684770875812,0.0,0.600000000000001,0,0.0,0.0,0.0,0.0,0,0.05,0.04876548749266541,0.15,0.14455600577393748,0.25,0.23949551348525355,0.35,0.3333227778282627,0.45,0.425362286427734,0.55,0.52,0.65,0.62,0.75,0.72,0.85,0.82,0.95,0.9199999999999999
21,97.95279999999998,2419297.638442032,33,33,34,102129.01603040443,102316.66180082469,102171.51799186203,1981248.8847705335,2339863.0793192917,1.0176684770875812,0.0,0.600000000000001,0,0.0,0.0,0.0,0.0,0,0.05,0.04876548749266541,0.15,0.14455600577393748,0.25,0.23949551348525355,0.35,0.3333227778282627,0.45,0.425362286427734,0.55,0.52,0.65,0.62,0.75,0.72,0.85,0.82,0.95,0.9199999999999999
22,98.09892857142859,2431048.7173814853,33,33,34,102771.39336859346,102933.09964038178,102806.27758169589,1982800.2336831724,2352941.5391629306,0.999540113227167,-0.013298934675637128,0.600000000000001,0,0.0,0.0,0.0,0.0,0,0.05,0.048758158484889444,0.15,0.1442814252989344,0.25,0.23890377087346584,0.35,0.33235111339479395,0.45,0.4239086682801324,0.55,0.518,0.65,0.618,0.75,0.718,0.85,0.818,0.95,0.9179999999999999
23,98.51718749999999,2410091.21679379,33,33,34,103284.6055336562,103426.24017330022,103316.60509157137,1987098.3978641275,2363398.1004997566,1.006189292802563,-0.013375763138399013,0.600000000000001,0,0.0,0.0,0.0,0.0,0,0.05,0.04873580732799942,0.15,0.143992048285811,0.25,0.23829522555744304,0.35,0.3313639322823733,0.45,0.42244035974019023,0.55,0.516,0.65,0.616,0.75,0.716,0.85,0.816,0.95,0.9159999999999999
24,99.35109375000002,2422492.389153869,33,33,34,103751.16807270817,103863.53776283305,103780.67265908011,1995558.9424257544,2372964.930032006,0.9888562883880364,-0.013130097747334642,0.600000000000001,0,0.0,0.0,0.0,0.0,0,0.05,0.04875050255870997,0.15,0.14374388132298324,0.25,0.23773358684230167,0.35,0.33043157046913624,0.45,0.4210377342533512,0.55,0.514,0.65,0.614,0.75,0.714,0.85,0.814,0.95,0.9139999999999999
25,99.48027027027025,2435611.6487888955,33,33,34,104264.76978191425,104359.45703864278,104293.3445618758,1996937.2236361033,2383352.8020652994,1.0075873880642745,-0.013365235660126613,0.600000000000001,0,0.0,0.0,0.0,0.0,0,0.05,0.048726228308752235,0.15,0.14345286630810755,0.25,0.23712501254798257,0.35,0.3294482496738833,0.45,0.41957968294763004,0.55,0.512,0.65,0.612,0.75,0.712,0.85,0.8119999999999999,0.95,0.9119999999999999
26,99.17205479452052,2423658.0462022726,33,33,34,104059.19833774767,104166.53430707139,104088.56115803665,1993937.5899120974,2379337.045538202,1.0210531631358744,-0.013767391962798182,0.600000000000001,0,0.0,0.0,0.0,0.0,0,0.05,0.04862303195484439,0.15,0.14308317201151777,0.25,0.23643606381762758,0.35,0.32838272775409194,0.45,0.41803965228547585,0.55,0.51,0.65,0.61,0.75,0.71,0.85,0.8099999999999999,0.95,0.9099999999999999
27,99.17205479452052,2423658.0462022726,33,33,34,104059.7195606885,104167.51005678403,104088.83830219133,1994019.1304805079,2379377.3286088556,1.0210531631358744,0.0,0.600000000000001,0,0.0,0.0,0.0,0.0,0,0.05,0.04862303195484439,0.15,0.14308317201151777,0.25,0.23643606381762758,0.35,0.32838272775409194,0.45,0.41803965228547585,0.55,0.51,0.65,0.61,0.75,0.71,0.85,0.8099999999999999,0.95,0.9099999999999999
28,99.17205479452052,2423658.0462022726,33,33,34,104060.24082646961,104168.48588669527,104089.11546912498,1994100.6777508827,2379417.614990446,1.0210531631358744,0.0,0.600000000000001,0,0.0,0.0,0.0,0.0,0,0.05,0.04862303195484439,0.15,0.14308317201151777,0.25,0.23643606381762758,0.35,0.32838272775409194,0.45,0.41803965228547585,0.55,0.51,0.65,0.61,0.75,0.71,0.85,0.8099999999999999,0.95,0.9099999999999999
29,98.6686046511628,2427479.9363521235,33,33,34,103496.9168820485,103658.40515859844,103528.04071659766,1989125.3299864882,2368187.2945602783,1.0362096600521467,-0.013712016631034126,0.600000000000001,0,0.0,0.0,0.0,0.0,0,0.05,0.0485389151534831,0.15,0.14272966716604818,0.25,0.235757548076127,0.35,0.3273244810191955,0.45,0.41650201977766965,0.55,0.508,0.65,0.608,0.75,0.708,0.85,0.8079999999999999,0.95,0.9079999999999999
30,98.30739130434783,2411484.952697985,33,33,34,103131.65954378323,103324.44543803956,103162.57127979904,1985580.9777588472,2360961.7065332774,1.0177710036834557,-0.013622259375175352,0.600000000000001,0,0.0,0.0,0.0,0.0,0,0.05,0.048457504535388315,0.15,0.14238602472904752,0.25,0.23509477083435695,0.35,0.326290791991678,0.45,0.4150012797268773,0.55,0.506,0.65,0.606,0.75,0.706,0.85,0.8059999999999999,0.95,0.9059999999999999
31,98.71666666666667,2436015.925225043,33,33,34,102996.8442197161,103198.62827883805,103030.9267968951,1989776.6277370278,2358355.685029243,1.0210966860995,-0.013862951932513448,0.600000000000001,0,0.0,0.0,0.0,0.0,0,0.05,0.048325754794842586,0.15,0.14199265351786522,0.25,0.234383166986363,0.35,0.32520949110317526,0.45,0.4134563534825885,0.55,0.504,0.65,0.604,0.75,0.704,0.85,0.8039999999999999,0.95,0.9039999999999999
32,98.53458333333333,2442130.2215604424,33,33,34,102611.6042222203,102833.91104096826,102641.74432176714,1988034.3492590766,2350730.228488964,1.002560825138234,-0.013329117978563405,0.600000000000001,0,0.0,0.0,0.0,0.0,0,0.05,0.048290606708355444,0.15,0.14169814884349688,0.25,0.2337766079484248,0.35,0.32423991028091015,0.45,0.4120330281250839,0.55,0.502,0.65,0.602,0.75,0.702,0.85,0.8019999999999999,0.95,0.9019999999999999
