day,asset_price,corporate_balance,noise_count,fundamentalist_count,chartist_count,noise_wealth,fundamentalist_wealth,chartist_wealth,market_maker_wealth,manipulator_wealth,p_green,aggregate_dg,credibility_index,scandals_cum,greenwash_extracted,green_bond_stock,bond_coupons_cum,bank_required_reserves,reserve_shortfalls_cum,BRN1_disclosed,BRN1_true,BRN2_disclosed,BRN2_true,BRN3_disclosed,BRN3_true,MID1_disclosed,MID1_true,MID2_disclosed,MID2_true,MID3_disclosed,MID3_true,MID4_disclosed,MID4_true,GRN1_disclosed,GRN1_true,GRN2_disclosed,GRN2_true,GRN3_disclosed,GRN3_true
119,99.79523809523806,2529338.6113088354,32,32,36,102504.72436909433,103242.2138815046,102286.86558006983,2028033.5119602752,2353860.46698602,1.0393413471113362,0.0,0.6319999999999992,0,25922.92644517427,0.0,0.0,0.0,0,0.15000000000000002,0.04044518760166692,0.25,0.11940186430284078,0.23177291717196627,0.1962500538899891,0.44999999999999996,0.2663891239662853,0.40620490189095676,0.33387993327353965,0.65,0.39566625511888004,0.5883999999999999,0.48015143635077834,0.6883999999999999,0.5799999999999998,0.95,0.6799999999999998,0.8883999999999999,0.7799999999999998
120,100.25451612903228,2483182.5043804315,32,33,35,104401.99702115962,104698.01569326996,104360.8367764445,2052516.3495489273,2391122.162488631,1.0623155032982723,-0.014206100696847725,0.6614399999999994,0,34661.06134355658,0.0,0.0,0.0,0,0.25,0.040053053276851415,0.35,0.11878003064501973,0.20631843707799616,0.1954093741805804,0.5499999999999999,0.26523881719184617,0.3545875949718951,0.332465892006583,0.75,0.3938791501554733,0.5112260054455449,0.47815143635077834,0.6111199999999999,0.5779999999999998,0.99,0.6779999999999998,0.8111199999999998,0.7779999999999998
121,100.21661764705884,2488471.758313861,32,33,35,104812.86949981625,104708.25922205827,104355.77094922967,2052233.7380441076,2391337.411793318,1.0518205936074505,-0.014473313655752459,0.6614399999999994,0,35916.19642409807,0.0,0.0,0.0,0,0.25,0.039588139658072646,0.35,0.11809075435074257,0.20631843707799616,0.1945451318539922,0.5499999999999999,0.2640312267796686,0.3545875949718951,0.3310486655384676,0.75,0.39204908561965796,0.5112260054455449,0.47615143635077833,0.6111199999999999,0.5759999999999998,0.99,0.6759999999999998,0.8111199999999998,0.7759999999999998
122,100.17650887573966,2497802.6206546337,32,33,35,104860.99593021028,104585.2307889773,104100.29481243572,2051936.5639743912,2387212.686839713,1.0752072154553687,-0.014811246359815823,0.6614399999999994,0,37162.37521090762,0.0,0.0,0.0,0,0.25,0.0390760730411033,0.35,0.11735066638507378,0.20631843707799616,0.19362627093673881,0.5499999999999999,0.2627654504655955,0.3545875949718951,0.3295697469116326,0.75,0.39015354970064176,0.5112260054455449,0.47415143635077833,0.6111199999999999,0.5739999999999998,0.99,0.6739999999999998,0.8111199999999998,0.7739999999999998
123,99.39940397350995,2498435.6722081676,32,33,35,105026.08396179737,104534.9303150344,104105.48127936266,2044319.3721856347,2386635.649185514,1.083017189216888,-0.014905531727674871,0.6614399999999994,0,38412.04834418682,0.0,0.0,0.0,0,0.25,0.03854894493320371,0.35,0.11659468241108535,0.20631843707799616,0.192690941688983,0.5499999999999999,0.26148338783508,0.3545875949718951,0.32807493354365497,0.75,0.38824333530110383,0.5112260054455449,0.47215143635077833,0.6111199999999999,0.5719999999999998,0.99,0.6719999999999998,0.8111199999999998,0.7719999999999998
124,99.87735294117644,2507324.882665026,32,33,35,105470.4068700206,104620.58483072963,104270.6943245353,2049188.342790849,2389667.7728050034,1.103574047560558,-0.015196786565248836,0.6614399999999994,0,39654.10988983543,0.0,0.0,0.0,0,0.25,0.03798073402275719,0.35,0.11579373661981374,0.20631843707799616,0.19170825359303093,0.5499999999999999,0.26015192103293805,0.3545875949718951,0.3265264249445539,0.75,0.38627836893476825,0.5112260054455449,0.47015143635077833,0.6111199999999999,0.5699999999999998,0.99,0.6699999999999998,0.8111199999999998,0.7699999999999998
125,99.87735294117644,2507324.882665026,32,33,35,105471.36611885398,104623.19289849771,104270.91591563555,2049271.7291091965,2389716.330854444,1.103574047560558,0.0,0.6614399999999994,0,39654.10988983543,0.0,0.0,0.0,0,0.25,0.03798073402275719,0.35,0.11579373661981374,0.20631843707799616,0.19170825359303093,0.5499999999999999,0.26015192103293805,0.3545875949718951,0.3265264249445539,0.75,0.38627836893476825,0.5112260054455449,0.47015143635077833,0.6111199999999999,0.5699999999999998,0.99,0.6699999999999998,0.8111199999999998,0.7699999999999998
126,99.87735294117644,2507324.882665026,32,33,35,105472.32544652978,104625.80118062756,104271.13752494878,2049355.1222812138,2389764.892894957,1.103574047560558,0.0,0.6614399999999994,0,39654.10988983543,0.0,0.0,0.0,0,0.25,0.03798073402275719,0.35,0.11579373661981374,0.20631843707799616,0.19170825359303093,0.5499999999999999,0.26015192103293805,0.3545875949718951,0.3265264249445539,0.75,0.38627836893476825,0.5112260054455449,0.47015143635077833,0.6111199999999999,0.5699999999999998,0.99,0.6699999999999998,0.8111199999999998,0.7699999999999998
127,100.909375,2499171.4526213235,32,33,35,105560.02406228367,104749.7278700622,104290.47818960426,2059682.316009121,2390968.0963218324,1.0798683872752317,-0.014801311108216425,0.6614399999999994,0,40912.821946086675,0.0,0.0,0.0,0,0.25,0.037462610057617925,0.35,0.11504772507758271,0.20631843707799616,0.19078700220170175,0.5499999999999999,0.25888803125415133,0.3545875949718951,0.325053506312163,0.75,0.38439925313642886,0.5112260054455449,0.4681514363507783,0.6111199999999999,0.5679999999999998,0.99,0.6679999999999998,0.8111199999999998,0.7679999999999998
128,101.30122222222222,2492738.8636299004,32,33,35,105516.06080652917,104645.44972855582,104118.12716467076,2063651.8755814964,2388061.7906523077,1.0858709133945592,-0.014676433241495132,0.6614399999999994,0,42177.91491580693,0.0,0.0,0.0,0,0.25,0.03696630678775121,0.35,0.11432252941588511,0.20631843707799616,0.18988676209238023,0.5499999999999999,0.25764418780613696,0.3545875949718951,0.32360197209596364,0.75,0.3825399366000333,0.5112260054455449,0.4661514363507783,0.6111199999999999,0.5659999999999998,0.99,0.6659999999999998,0.8111199999999998,0.7659999999999998
129,100.93837209302326,2499613.817577206,32,33,35,105570.16378985385,104570.83336957474,103990.23622316896,2060179.7721961248,2386101.527905455,1.1343093441252892,-0.015126765060390594,0.6614399999999994,0,43445.43236283151,0.0,0.0,0.0,0,0.25,0.03641811362728047,0.35,0.11353688648487001,0.20631843707799616,0.18891792428256893,0.5499999999999999,0.2563195479370944,0.3545875949718951,0.32206248336319776,0.75,0.38057997404274835,0.5112260054455449,0.4641514363507783,0.6111199999999999,0.5639999999999998,0.99,0.6639999999999998,0.8111199999999998,0.7639999999999998
130,99.8005434782609,2478677.6816080464,32,33,35,105574.06809000563,104470.04990726824,103978.53412156516,2049059.992824792,2385209.141131269,1.1258297805263437,-0.015021314743192075,0.6614399999999994,0,44704.7685853451,0.0,0.0,0.0,0,0.25,0.03587854331249175,0.35,0.11276319242905293,0.20631843707799616,0.1879638005310639,0.5499999999999999,0.25501367628999816,0.3545875949718951,0.320545906324354,0.75,0.37864849610760715,0.5112260054455449,0.4621514363507783,0.6111199999999999,0.5619999999999998,0.99,0.6619999999999998,0.8111199999999998,0.7619999999999998
131,99.32313432835826,2485995.4551453325,32,33,35,105468.3945169368,104306.09536270674,103724.54946614259,2044439.3297068328,2380900.387674925,1.1471607728430044,-0.015194486565579523,0.6614399999999994,0,45962.12341210837,0.0,0.0,0.0,0,0.25,0.03531808420874377,0.35,0.11196557792269951,0.20631843707799616,0.18698212742988965,0.5499999999999999,0.2536772217116453,0.3545875949718951,0.318996062553968,0.75,0.3766800546020421,0.5112260054455449,0.4601514363507783,0.6111199999999999,0.5599999999999998,0.99,0.6599999999999998,0.8111199999999998,0.7599999999999998
132,99.32313432835826,2485995.4551453325,32,33,35,105469.3641499877,104308.74837254827,103724.73006819995,2044521.8005991408,2380946.1976575423,1.1471607728430044,0.0,0.6614399999999994,0,45962.12341210837,0.0,0.0,0.0,0,0.25,0.03531808420874377,0.35,0.11196557792269951,0.20631843707799616,0.18698212742988965,0.5499999999999999,0.2536772217116453,0.3545875949718951,0.318996062553968,0.75,0.3766800546020421,0.5112260054455449,0.4601514363507783,0.6111199999999999,0.5599999999999998,0.99,0.6599999999999998,0.8111199999999998,0.7599999999999998
133,99.32313432835826,2485995.4551453325,32,33,35,105470.33386273443,104311.40160044546,103724.91068510123,2044604.2782698784,2380992.0114053627,1.1471607728430044,0.0,0.6614399999999994,0,45962.12341210837,0.0,0.0,0.0,0,0.25,0.03531808420874377,0.35,0.11196557792269951,0.20631843707799616,0.18698212742988965,0.5499999999999999,0.2536772217116453,0.3545875949718951,0.318996062553968,0.75,0.3766800546020421,0.5112260054455449,0.4601514363507783,0.6111199999999999,0.5599999999999998,0.99,0.6599999999999998,0.8111199999999998,0.7599999999999998
134,99.67179012345677,2488946.2230038755,32,33,35,105575.03425901852,104360.25277996056,103743.70487487267,2048149.7555846877,2381748.5303809904,1.1556698918580774,-0.015242263952423512,0.6614399999999994,0,47214.45532355862,0.0,0.0,0.0,0,0.25,0.0347506471380695,0.35,0.11116136082395155,0.20631843707799616,0.18599255564980505,0.5499999999999999,0.2523305296073708,0.3545875949718951,0.31743862741606943,0.75,0.37470314384129855,0.5112260054455449,0.4581514363507783,0.6111199999999999,0.5579999999999998,0.99,0.6579999999999998,0.8111199999999998,0.7579999999999998
135,101.06594405594403,2510182.397181544,32,33,35,105794.23444569141,104549.90350023296,103862.84257484721,2061986.9157918675,2384749.5088521633,1.1750268282730267,-0.015601380945558598,0.6614399999999994,0,48469.43834079182,0.0,0.0,0.0,0,0.25,0.03412121323396366,0.35,0.11029187944577208,0.20631843707799616,0.1849353442231656,0.5499999999999999,0.2509147720477187,0.3545875949718951,0.3158091307390877,0.75,0.37270314384129855,0.5112260054455449,0.4561514363507783,0.6111199999999999,0.5559999999999998,0.99,0.6559999999999998,0.8111199999999998,0.7559999999999998
136,101.42722222222226,2497493.1123533626,32,33,35,106140.18783325725,104756.45049958912,104183.462236038,2065643.298905749,2390592.097073161,1.1876000153924056,-0.015536065742940834,0.6614399999999994,0,49724.745476115815,0.0,0.0,0.0,0,0.25,0.03350746304361932,0.35,0.10943684942388458,0.20631843707799616,0.18389220764357483,0.5499999999999999,0.24950944971437258,0.3545875949718951,0.31419030412131554,0.75,0.37070314384129854,0.5112260054455449,0.4541514363507783,0.6111199999999999,0.5539999999999998,0.99,0.6539999999999998,0.8111199999999998,0.7539999999999998
