day,asset_price,corporate_balance,noise_count,fundamentalist_count,chartist_count,noise_wealth,fundamentalist_wealth,chartist_wealth
1003,101.25,1108202.2080552583,51,32,17,22504.72914603541,22627.955490565953,18234.62262253032
1004,100.75,1108202.2080552583,51,32,17,22451.96065864561,22516.82217693245,18236.12135863628
1005,102.25,1108202.2080552583,51,32,17,22611.431406239044,22850.599080804866,18240.846334824902
1006,102.25,1108202.2080552583,51,32,17,22612.25417632165,22850.607297852603,18244.906397062932
1007,100.0,1108202.2080552583,51,32,17,22374.09951907701,22349.990515575715,18233.651169111265
1008,100.0,1108202.2080552583,51,32,17,22375.06258804105,22349.998733974255,18235.101942744408
1009,99.25,1108202.2080552583,51,32,17,22295.572678550176,22182.630270119986,18223.902017569806
1010,99.76,1108202.2080552583,51,32,17,22350.606024855962,22296.174409812025,18225.883593661467
1011,97.75,1108202.2080552583,51,32,17,22136.29953197511,21848.57918161283,18216.368239581723
1012,98.25,1108202.2080552583,51,32,17,22188.94398060939,21959.92957895995,18220.065071924506
1013,99.17,1108202.2080552583,51,32,17,22287.99043097249,22164.808726853425,18222.58764496961
1014,100.0,1108202.2080552583,51,32,17,22377.61450459167,22349.6460002933,18224.66552063423
1015,100.0,1108202.2080552583,51,32,17,22378.575127747925,22349.65264927963,18226.157636575488
1016,98.75,1108202.2080552583,51,32,17,22245.653864430715,22071.299923812447,18226.79478723919
1017,99.55,1108202.2080552583,51,32,17,22331.075460434822,22249.45109147127,18228.416458084874
1018,99.81,1108202.2080552583,51,32,17,22359.50728155235,22307.33106669612,18229.874424145928
1019,101.75,1108202.2080552583,51,32,17,22568.12135017538,22739.648624939186,18231.421159848283
1020,101.11,1108202.2080552583,51,32,17,22499.62519951761,22597.01373047685,18231.51476695301
1021,100.0,1108202.2080552583,51,32,17,22381.090846274266,22349.62758643415,18229.85566528196
1022,100.0,1108202.2080552583,51,32,17,22382.044806726306,22349.632692811116,18231.33080249216
1023,101.84,1108202.2080552583,51,32,17,22580.84547864119,22759.727799607786,18239.303022365835
1024,102.25,1108202.2080552583,51,32,17,22625.468518093694,22851.111656824192,18245.238248626127
1025,98.88,1108202.2080552583,51,32,17,22264.556849197383,22100.028014460368,18211.35676533551
1026,102.75,1108202.2080552583,51,32,17,22678.829000324135,22962.559372516353,18262.149234048404
1027,102.75,1108202.2080552583,51,32,17,22679.84997487081,22962.564480992176,18267.136641700163
1028,100.0,1108202.2080552583,51,32,17,22385.746690693613,22349.663339887873,18217.68794463123
1029,100.0,1108202.2080552583,51,32,17,22386.702308583306,22349.66844920348,18219.033475791868
1030,102.75,1108202.2080552583,51,32,17,22681.42260322152,22962.579808939034,18274.739134132196
1031,102.25,1108202.2080552583,51,32,17,22627.99387515542,22851.147419094563,18267.837694498194
1032,102.53,1108202.2080552583,51,32,17,22659.054389081943,22913.557529670106,18278.423047648284
1033,100.43,1108202.2080552583,51,32,17,22433.980438437397,22445.525140665693,18219.428028857583
1034,102.25,1108202.2080552583,51,32,17,22629.484422635676,22851.162752081364,18278.650449717134
1035,100.0,1108202.2080552583,51,32,17,22388.896303245838,22349.69911391715,18204.828385128792
1036,100.0,1108202.2080552583,51,32,17,22389.852380078253,22349.70422617309,18206.050538630232
1037,97.75,1108202.2080552583,51,32,17,22148.764295628243,21848.046273905293,18134.69246523992
1038,97.75,1108202.2080552583,51,32,17,22149.64814276469,21848.050868890135,18137.49546881108
1039,98.83,1108202.2080552583,51,32,17,22266.105270711396,22088.827964252643,18168.9137457461
1040,100.59,1108202.2080552583,51,32,17,22456.15473529845,22481.20255999286,18209.790598099513
1041,99.89,1108202.2080552583,51,32,17,22380.695827206877,22325.150906110804,18191.990736129897
1042,100.0,1108202.2080552583,51,32,17,22393.53105157965,22349.67862760651,18195.485839671466
1043,100.0,1108202.2080552583,51,32,17,22394.482040383966,22349.683224480013,18196.819876380287
1044,98.92,1108202.2080552583,51,32,17,22278.29898214735,22108.91532173134,18175.173308746354
1045,97.75,1108202.2080552583,51,32,17,22151.887822708883,21848.038756546157,18159.97803219876
1046,97.25,1108202.2080552583,51,32,17,22098.54702927384,21736.558724842926,18158.313744480456
1047,97.75,1108202.2080552583,51,32,17,22153.78316576457,21848.04744349668,18165.77250565726
1048,98.25,1108202.2080552583,51,32,17,22207.74130644027,21959.536162507447,18172.024445970314
1049,100.0,1108202.2080552583,51,32,17,22397.899239477934,22349.73581937526,18182.84245724629
1050,100.0,1108202.2080552583,51,32,17,22398.851368413394,22349.740164100138,18184.292940671465
1051,99.18,1108202.2080552583,51,32,17,22310.91777848336,22166.91013418212,18179.932153246053
1052,97.75,1108202.2080552583,51,32,17,22157.166054320536,21848.06916712123,18177.557978602952
1053,98.75,1108202.2080552583,51,32,17,22265.463845506943,22071.042262917497,18181.01881404445
1054,98.75,1108202.2080552583,51,32,17,22265.83291685912,22071.04660907096,18182.600542875258
1055,98.75,1108202.2080552583,51,32,17,22266.415104716853,22071.050955581635,18184.117623785714
1056,100.0,1108202.2080552583,51,32,17,22401.783436092,22349.76623994956,18185.758312744314
1057,100.0,1108202.2080552583,51,32,17,22402.740081383185,22349.77058717476,18187.252065643508
1058,99.93,1108202.2080552583,51,32,17,22395.798294891927,22334.16712225727,18185.60104047218
1059,102.25,1108202.2080552583,51,32,17,22644.897347863258,22851.458970197113,18196.33210384709
1060,98.88,1108202.2080552583,51,32,17,22285.169121494484,22100.058630994317,18173.224546084733
1061,98.51,1108202.2080552583,51,32,17,22246.398812719304,22017.564542148924,18163.651541026797
1062,100.86,1108202.2080552583,51,32,17,22496.133730280344,22541.545453660947,18188.57745314894
1063,100.0,1108202.2080552583,51,32,17,22405.58409867632,22349.796678030427,18177.712043141062
1064,100.0,1108202.2080552583,51,32,17,22406.548663992184,22349.80102775739,18179.089099247747
1065,103.03,1108202.2080552583,51,32,17,22729.678623841624,23025.400690341863,18227.765507289976
1066,102.25,1108202.2080552583,51,32,17,22646.90253334465,22851.489415783875,18217.987479902145
1067,102.25,1108202.2080552583,51,32,17,22647.74915913437,22851.493766583462,18221.56602630351
1068,102.25,1108202.2080552583,51,32,17,22646.9016739314,22851.498117740644,18225.549565516627
1069,102.25,1108202.2080552583,51,32,17,22646.979596291967,22851.50246925546,18230.515168022677
1070,100.0,1108202.2080552583,51,32,17,22408.561161989852,22349.827133627932,18165.588436767994
1071,100.0,1108202.2080552583,51,32,17,22409.525159855108,22349.831485858096,18166.838278819843
1072,102.25,1108202.2080552583,51,32,17,22649.5116018904,22851.51552594597,18236.549694550806
1073,102.25,1108202.2080552583,51,32,17,22649.807959290127,22851.5198788916,18240.171678003717
1074,102.75,1108202.2080552583,51,32,17,22704.375073852843,22963.008607195003,18260.644632913783
1075,102.75,1108202.2080552583,51,32,17,22704.277159061996,22963.01296085621,18265.08216322784
1076,100.77,1108202.2080552583,51,32,17,22493.258619326843,22521.53918987525,18183.37754040859
1077,100.0,1108202.2080552583,51,32,17,22411.89124298644,22349.85760675216,18150.993886668963
1078,100.0,1108202.2080552583,51,32,17,22412.853553576693,22349.86196148696,18152.127973193088
1079,98.44,1108202.2080552583,51,32,17,22245.520898140425,22002.00827436858,18085.373964539263
1080,101.25,1133024.451842417,46,38,16,22902.360516331253,22766.534762794712,18206.29160580253
1081,98.1,1133024.451842417,46,38,16,22554.933935416793,22134.297166875564,18091.554867721825
1082,101.25,1133024.451842417,46,38,16,22902.88816286609,22768.115772065194,18192.11660068926
1083,98.25,1133024.451842417,46,38,16,22573.004715968385,22160.673280940086,18101.707930600514
1084,100.0,1133024.451842417,46,38,16,22766.925110460503,22515.41780978221,18152.078502913304
1085,100.0,1133024.451842417,46,38,16,22767.889062435905,22515.60314332966,18153.339803886145
1086,101.75,1133024.451842417,46,38,16,22960.869828779887,22871.435718982062,18193.77925565227
1087,102.25,1133024.451842417,46,38,16,23015.58035900298,22974.21079823905,18209.55298340936
1088,105.42,1133024.451842417,46,38,16,23369.089024875793,23616.324620134255,18308.543314421662
1089,102.75,1133024.451842417,46,38,16,23075.770472899665,23070.809535698598,18230.980404362523
1090,102.75,1133024.451842417,46,38,16,23075.522822687817,23071.724980754767,18235.569401779474
1091,100.0,1133024.451842417,46,38,16,22776.50834909991,22505.308983925504,18138.279297972633
1092,100.0,1133024.451842417,46,38,16,22777.483086055563,22505.465368369747,18139.47366732507
1093,101.25,1133024.451842417,46,38,16,22913.688321348123,22763.431765553454,18179.066525458224
1094,101.63,1133024.451842417,46,38,16,22954.9109330222,22842.682033655765,18185.203089015435
1095,99.99,1133024.451842417,46,38,16,22776.450885554415,22502.832410686686,18134.460834755406
1096,101.25,1133024.451842417,46,38,16,22913.299450721333,22764.89513313199,18168.77658707614
1097,101.25,1133024.451842417,46,38,16,22913.24757928374,22765.385663663208,18161.89334200516
1098,100.0,1133024.451842417,46,38,16,22779.06570783162,22504.664875246235,18130.119214659986
1099,100.0,1133024.451842417,46,38,16,22780.046960502037,22504.799361039873,18131.392066924203
1100,98.25,1133024.451842417,46,38,16,22591.500969108052,22138.70054642756,18088.008993453128
1101,101.75,1133024.451842417,46,38,16,22970.78465479021,22871.043303765735,18167.52196520151
1102,97.75,1133024.451842417,46,38,16,22537.353153541208,22031.992960821826,18084.260980018997
1103,97.92,1133024.451842417,46,38,16,22555.98991493158,22066.608524191204,18090.67682837956
1104,97.75,1133024.451842417,46,38,16,22538.784875909998,22029.24584232095,18090.969655381963
1105,100.0,1133024.451842417,46,38,16,22782.91398175469,22504.17023833827,18123.98422780227
1106,100.0,1133024.451842417,46,38,16,22783.896429211414,22504.285433296576,18125.35828814976
1107,98.25,1133024.451842417,46,38,16,22594.745480896305,22133.827791222797,18103.517357638615
1108,100.75,1133024.451842417,46,38,16,22865.97475202239,22662.643889150353,18129.66833108335
1109,97.75,1133024.451842417,46,38,16,22542.29099279673,22025.589825775704,18105.14702290875
1110,98.25,1133024.451842417,46,38,16,22596.80724615994,22130.96541344297,18110.575992287464
1111,100.08,1133024.451842417,46,38,16,22794.533336354078,22519.788729912776,18121.239742756265
1112,100.0,1133024.451842417,46,38,16,22786.896922238324,22502.82669039959,18122.34317205019
1113,100.0,1133024.451842417,46,38,16,22787.881458601933,22502.923606219854,18123.796720804057
1114,102.86,1133024.451842417,46,38,16,23097.013540278633,23113.52273122552,18139.899787468577
1115,101.7,1133024.451842417,46,38,16,22972.503505876815,22865.75769499849,18132.956689451417
1116,105.66,1133024.451842417,46,38,16,23402.96101155304,23715.50864860712,18182.139107372845
1117,102.0,1133024.451842417,46,38,16,23006.369840248477,22930.289070321367,18139.57854719518
1118,102.75,1133024.451842417,46,38,16,23087.092551682494,23092.272828638692,18155.742665569196
1119,100.0,1133024.451842417,46,38,16,22791.85531650863,22499.508109894974,18105.686473613623
1120,100.0,1133024.451842417,46,38,16,22792.840988429194,22499.58550277495,18107.021016337483
1121,102.53,1133024.451842417,46,38,16,23066.491838634818,23045.204922363442,18157.96023216102
1122,102.75,1133024.451842417,46,38,16,23090.76282098333,23093.03175960075,18167.417196688217
1123,98.75,1133024.451842417,46,38,16,22658.43427716127,22227.814708306298,18062.444589564195
1124,101.25,1133024.451842417,46,38,16,22929.021804261814,22769.285366504046,18124.030715142875
1125,101.07,1133024.451842417,46,38,16,22909.223128834896,22730.476029768248,18113.31405467513
1126,100.0,1133024.451842417,46,38,16,22794.600982569777,22498.096253789445,18091.484428672775
1127,100.0,1133024.451842417,46,38,16,22795.58543895136,22498.15990409437,18092.79366026965
1128,97.92,1133024.451842417,46,38,16,22570.874109018478,22045.6019934526,18049.141468971007
1129,97.75,1133024.451842417,46,38,16,22552.927083858827,22007.938256386482,18049.053224346164
1130,100.58,1133024.451842417,46,38,16,22858.024722859966,22624.970959538874,18088.90055244008
1131,98.25,1133024.451842417,46,38,16,22607.034608544785,22115.59314416718,18060.910591804426
1132,98.97,1133024.451842417,46,38,16,22684.694779534115,22272.361344279343,18068.929774046836
1133,100.0,1133024.451842417,46,38,16,22797.36468906208,22498.007380518167,18078.39821562073
1134,100.0,1133024.451842417,46,38,16,22798.34685322228,22498.056315515558,18079.819899035712
1135,97.75,1133024.451842417,46,38,16,22555.26868018589,22004.348454020244,18065.491089983083
1136,100.61,1133024.451842417,46,38,16,22865.10841884571,22631.928798199526,18079.06204265714
1137,101.21,1133024.451842417,46,38,16,22930.424464879063,22763.91823250396,18079.10204898748
1138,102.25,1133024.451842417,46,38,16,23042.559496895083,22993.11937437123,18084.82972889481
1139,102.75,1133024.451842417,46,38,16,23096.454686940946,23103.996503863636,18091.881631083845
1140,100.0,1133024.451842417,46,38,16,22802.117331506608,22496.932388039153,18070.954684087872
1141,100.0,1133024.451842417,46,38,16,22803.106144294397,22496.96695926643,18072.37160354146
1142,102.75,1133024.451842417,46,38,16,23098.69748545767,23104.30366552444,18100.024207409733
1143,102.25,1133024.451842417,46,38,16,23044.846166252173,22993.726648438547,18098.869716214263
1144,102.25,1133024.451842417,46,38,16,23043.232885468144,22994.337790326532,18103.48301373318
1145,100.55,1133024.451842417,46,38,16,22862.72449636485,22617.079055526978,18072.26870653176
1146,100.23,1133024.451842417,46,38,16,22828.89200578471,22545.700610408254,18064.121303317967
1147,100.0,1133024.451842417,46,38,16,22805.441024700267,22494.583324942923,18060.24566876755
1148,100.0,1133024.451842417,46,38,16,22806.440125726964,22494.60472544692,18061.5451410143
1149,97.25,1133024.451842417,46,38,16,22515.20926094265,21882.52156901438,18002.283245815273
1150,97.75,1133024.451842417,46,38,16,22568.92586647147,21993.548167047597,18015.08393538897
1151,98.81,1133024.451842417,46,38,16,22680.781213859747,22229.01298450499,18033.716034254896
1152,100.92,1133024.451842417,46,38,16,22904.2014528978,22700.06310533187,18055.957448712266
1153,97.75,1133024.451842417,46,38,16,22568.619431737083,21992.047970681153,18023.171968885446
1154,100.0,1133024.451842417,46,38,16,22808.122407136354,22494.698885763097,18043.990280108916
1155,100.0,1133024.451842417,46,38,16,22809.125464971963,22494.711643998842,18045.402457392214
1156,99.95,1133024.451842417,46,38,16,22804.32783142206,22483.606769471262,18041.919889185356
1157,98.75,1133024.451842417,46,38,16,22676.814570776027,22215.25216625567,18036.019677108507
1158,97.75,1133024.451842417,46,38,16,22570.768840962508,21991.442553442164,18033.998137522467
1159,98.75,1133024.451842417,46,38,16,22677.1169067463,22215.058895911083,18037.842929092894
1160,98.78,1133024.451842417,46,38,16,22680.400607552914,22221.65893077636,18039.4932706071
1161,100.0,1133024.451842417,46,38,16,22811.64622967551,22494.72349272164,18042.03636464304
1162,100.0,1133024.451842417,46,38,16,22812.643672903443,22494.732792273313,18043.512079960685
1163,99.61,1133024.451842417,46,38,16,22771.97954306942,22407.1578660924,18037.523785877514
1164,102.25,1133024.451842417,46,38,16,23054.19169470506,22998.38711821694,18052.90922534596
1165,102.75,1133024.451842417,46,38,16,23108.627175577305,23110.41876472323,18061.609553808077
1166,102.02,1133024.451842417,46,38,16,23030.99121071353,22946.938579934784,18056.192915531934
1167,102.25,1133024.451842417,46,38,16,23056.070783446423,22998.66102876093,18063.21213622107
1168,100.0,1133024.451842417,46,38,16,22814.84211265472,22494.252787309797,18029.69152009528
1169,100.0,1133024.451842417,46,38,16,22815.830914432066,22494.25902005511,18031.046015288714
1170,100.52,1149883.7519720301,54,34,12,22751.007057058676,23045.245368230353,17936.75232235327
1171,102.75,1149883.7519720301,54,34,12,22996.546870185175,23546.650072942204,17983.492216210863
1172,101.75,1149883.7519720301,54,34,12,22886.046586253105,23321.72428030771,17966.889953588292
1173,102.03,1149883.7519720301,54,34,12,22915.942046800672,23385.113450090434,17978.120430133724
1174,102.25,1149883.7519720301,54,34,12,22940.16929663214,23435.22335202094,17987.15069136846
1175,100.0,1149883.7519720301,54,34,12,22696.30533039032,22925.886698541413,17919.369970309668
1176,100.0,1149883.7519720301,54,34,12,22697.27477715585,22925.9103411226,17920.589349465583
1177,98.25,1149883.7519720301,54,34,12,22507.190352263973,22529.030074607726,17868.24701619287
1178,97.79,1149883.7519720301,54,34,12,22457.386504684757,22424.514791790574,17857.750516696367
1179,98.25,1149883.7519720301,54,34,12,22507.161613704444,22527.88513458412,17872.197554718998
1180,100.75,1149883.7519720301,54,34,12,22779.910116234056,23095.988498283405,17925.358627966507
1181,100.75,1149883.7519720301,54,34,12,22780.163026262624,23096.154747679786,17919.03659044173
1182,100.0,1149883.7519720301,54,34,12,22699.69078952543,22925.27654625695,17907.93456433957
1183,100.0,1149883.7519720301,54,34,12,22700.663077140176,22925.288051662043,17909.270148002393
1184,97.75,1149883.7519720301,54,34,12,22457.217578310774,22412.474938257175,17875.76171429125
1185,101.25,1149883.7519720301,54,34,12,22836.45455387524,23210.290000698493,17916.85040450813
1186,98.25,1149883.7519720301,54,34,12,22511.530750273178,22525.882268757043,17887.022595046357
1187,98.25,1149883.7519720301,54,34,12,22512.09043742057,22525.636514891386,17889.965219671747
1188,101.25,1149883.7519720301,54,34,12,22838.16450244181,23210.630822224295,17905.39121884097
1189,100.0,1149883.7519720301,54,34,12,22703.09364410081,22925.048996554568,17901.724747000506
1190,100.0,1149883.7519720301,54,34,12,22704.06453221894,22925.055406705775,17903.162559993412
1191,101.25,1149883.7519720301,54,34,12,22840.712389832424,23210.646829729736,17910.191257637132
1192,102.25,1149883.7519720301,54,34,12,22949.949200486983,23439.23481713677,17920.945170572875
1193,101.94,1149883.7519720301,54,34,12,22916.929262047284,23368.404332062313,17919.97871906653
1194,101.9,1149883.7519720301,54,34,12,22913.38140624296,23359.26623714037,17922.14830275552
1195,102.11,1149883.7519720301,54,34,12,22936.71159223402,23407.27520148863,17929.04212881606
1196,100.0,1149883.7519720301,54,34,12,22707.142190157592,22924.95946040124,17891.50201828327
1197,100.0,1149883.7519720301,54,34,12,22708.109904649846,22924.964896231188,17892.82118283272
1198,101.89,1149883.7519720301,54,34,12,22914.470804017565,23357.062741972455,17930.57211418905
1199,99.76,1149883.7519720301,54,34,12,22683.07238504304,22870.049455767527,17882.587386290263
1200,98.25,1149883.7519720301,54,34,12,22519.45002330121,22524.79734643996,17847.92660662258
1201,98.57,1149883.7519720301,54,34,12,22554.887540282198,22597.969355166253,17855.99521261769
1202,98.48,1149883.7519720301,54,34,12,22544.854349010035,22577.396070181752,17855.62349663722
1203,100.0,1149883.7519720301,54,34,12,22712.008014988503,22924.94455031,17879.26569984699
1204,100.0,1149883.7519720301,54,34,12,22712.975093779707,22924.94950143339,17880.614680589442
1205,99.54,1149883.7519720301,54,34,12,22662.484721140278,22819.776805904905,17870.66059933828
1206,100.6,1149883.7519720301,54,34,12,22779.755376912413,23062.147640195155,17878.291779310897
1207,98.25,1149883.7519720301,54,34,12,22521.629775318434,22524.832004304182,17859.95741285098
1208,99.25,1149883.7519720301,54,34,12,22631.976708920283,22753.484015879076,17867.966802012743
1209,98.75,1149883.7519720301,54,34,12,22577.13058705083,22639.165439625744,17867.01937409631
1210,100.0,1149883.7519720301,54,34,12,22716.190193338894,22924.9792167207,17872.834488702403
1211,100.0,1149883.7519720301,54,34,12,22717.148026494644,22924.98417069339,17874.274721674075
1212,98.25,1149883.7519720301,54,34,12,22524.199436256426,22524.856772132076,17870.090365765926
1213,98.75,1149883.7519720301,54,34,12,22579.695245650666,22639.18525633091,17872.581516293067
1214,100.75,1149883.7519720301,54,34,12,22800.38738134101,23096.484329172286,17874.923033913128
1215,101.3,1149883.7519720301,54,34,12,22861.364380632505,23222.24516712682,17875.947224838015
1216,102.25,1149883.7519720301,54,34,12,22966.786237056218,23439.54665024733,17883.27954786501
1217,100.0,1149883.7519720301,54,34,12,22719.66246419328,22924.9628837351,17868.940577690864
1218,100.0,1149883.7519720301,54,34,12,22720.62210353166,22924.967352884283,17870.35172349177
1219,101.75,1149883.7519720301,54,34,12,22913.79811796283,23325.207116518446,17886.156129762352
1220,102.54,1149883.7519720301,54,34,12,23001.85454515624,23505.889233461145,17899.02543197222
1221,102.25,1149883.7519720301,54,34,12,22970.939512461347,23439.56899783005,17898.631491235305
1222,102.25,1149883.7519720301,54,34,12,22971.197806911845,23439.57346844873,17902.90253320897
1223,102.25,1149883.7519720301,54,34,12,22971.948832101258,23439.57793943485,17906.344158366173
1224,100.0,1149883.7519720301,54,34,12,22723.445501888735,22924.994175494336,17859.44565779316
1225,100.0,1149883.7519720301,54,34,12,22724.400583502957,22924.998647215452,17860.734763165307
1226,102.25,1149883.7519720301,54,34,12,22973.560430701258,23439.59135459822,17913.19110576301
1227,99.25,1149883.7519720301,54,34,12,22642.03694084958,22753.478179995614,17835.086055323896
1228,99.13,1149883.7519720301,54,34,12,22628.98941302447,22726.037946937082,17829.888804740498
1229,98.25,1149883.7519720301,54,34,12,22531.87927568681,22524.781243657944,17809.80246299363
1230,99.55,1149883.7519720301,54,34,12,22676.40447088576,22822.10336427587,17837.33594753015
1231,100.0,1149883.7519720301,54,34,12,22727.350535262653,22925.025485261493,17847.491113498443
1232,100.0,1149883.7519720301,54,34,12,22728.305011416527,22925.029959556014,17848.796386740647
1233,97.75,1149883.7519720301,54,34,12,22479.120203585895,22410.446198924164,17807.055685600677
1234,97.75,1149883.7519720301,54,34,12,22479.98773315959,22410.450673954212,17809.595132602164
1235,97.25,1149883.7519720301,54,34,12,22425.009521983713,22296.102208175602,17807.153119220715
1236,98.25,1149883.7519720301,54,34,12,22535.32003135116,22524.812566294244,17821.009333073456
1237,98.25,1149883.7519720301,54,34,12,22535.75569425497,22524.81704242781,17823.198583936723
1238,100.0,1149883.7519720301,54,34,12,22730.121401657427,22925.056813046933,17833.66344843221
1239,100.0,1149883.7519720301,54,34,12,22731.079780416865,22925.061289916335,17835.086763236188
1240,98.75,1149883.7519720301,54,34,12,22592.892903244185,22639.183414212526,17830.484947289264
1241,98.75,1149883.7519720301,54,34,12,22593.50001847412,22639.187891817885,17831.698248176344
1242,98.75,1149883.7519720301,54,34,12,22594.46279426654,22639.192369791264,17833.156906348
1243,99.21,1149883.7519720301,54,34,12,22645.80968442475,22744.40155401505,17835.175241994846
1244,100.87,1149883.7519720301,54,34,12,22829.644161551398,23124.057797430454,17836.763986904574
1245,100.0,1149883.7519720301,54,34,12,22734.45199915594,22925.08815886102,17838.156831410346
1246,100.0,1149883.7519720301,54,34,12,22735.411026689293,22925.092638306793,17839.622296355396
1247,100.83,1149883.7519720301,54,34,12,22827.104466069854,23114.92300047368,17840.536074279004
1248,101.75,1149883.7519720301,54,34,12,22927.998622243547,23325.336892420535,17848.079268490517
1249,101.75,1149883.7519720301,54,34,12,22928.32981763257,23325.341372970925,17851.704529055576
1250,101.75,1149883.7519720301,54,34,12,22928.418097038684,23325.34585388957,17854.536259725042
1251,101.75,1149883.7519720301,54,34,12,22929.365378940125,23325.350335176514,17857.25706235445
1252,100.0,1149883.7519720301,54,34,12,22738.28348806421,22925.119522714136,17831.763215902953
1253,100.0,1149883.7519720301,54,34,12,22739.247972750796,22925.124004737758,17833.102812879602
1254,101.75,1149883.7519720301,54,34,12,22931.59092983291,23325.363781247415,17862.41624684023
1255,99.48,1149883.7519720301,54,34,12,22683.13087002705,22806.205911066663,17816.9773879249
1256,99.25,1149883.7519720301,54,34,12,22657.937348058123,22753.60804125436,17806.797870859937
1257,100.75,1149883.7519720301,54,34,12,22823.759522644355,23096.671348281117,17835.218993349663
1258,98.25,1149883.7519720301,54,34,12,22549.54115264193,22524.91112626462,17784.519121519024
1259,100.0,1149883.7519720301,54,34,12,22742.779703277436,22925.150904616657,17817.190346264175
1260,100.0,1149883.7519720301,54,34,12,22743.745185112944,22925.15538921961,17818.507512594002
1261,98.75,1149883.7519720301,54,34,12,22606.552939615427,22639.27752124999,17796.823129451204
1262,100.82,1149883.7519720301,54,34,12,22835.581094447287,23112.77269948296,17821.154739265472
1263,98.25,1149883.7519720301,54,34,12,22552.09494181876,22524.927241300324,17792.519459605504
1264,98.36,1149883.7519720301,54,34,12,22564.8014966553,22550.092371702107,17794.852036736156
1265,98.25,1149883.7519720301,54,34,12,22552.039074808992,22524.935737747164,17796.166742225203
1266,100.0,1149883.7519720301,54,34,12,22747.21389866981,22925.22675120023,17804.30681871543
1267,100.0,1149883.7519720301,54,34,12,22748.171208614567,22925.231000296622,17805.738679549846
1268,99.1,1149883.7519720301,54,34,12,22648.689192410962,22719.37348503637,17802.546691571773
1269,98.25,1149883.7519720301,54,34,12,22555.11325512631,22524.952734831273,17802.432274753388
1270,99.25,1149883.7519720301,54,34,12,22666.162303665424,22753.692279093117,17804.63273104611
1271,101.25,1149883.7519720301,54,34,12,22887.887667909545,23211.16711782194,17806.277729403293
1272,102.25,1149883.7519720301,54,34,12,22998.23874151329,23439.90666278247,17810.293985843728
1273,100.0,1149883.7519720301,54,34,12,22750.239426896977,22925.25650221003,17804.97986779215
1274,100.0,1149883.7519720301,54,34,12,22751.198524437452,22925.26075375171,17806.41586775827
1275,102.25,1149883.7519720301,54,34,12,23001.23644340501,23439.919417407542,17816.612838817196
1276,99.91,1149883.7519720301,54,34,12,22741.789239647096,22904.683081412837,17800.455263626733
1277,101.05,1149883.7519720301,54,34,12,22868.79337960524,23165.445569297048,17810.264400503605
1278,98.91,1149883.7519720301,54,34,12,22630.857555244955,22675.956292824903,17780.299168651367
1279,100.92,1149883.7519720301,54,34,12,22854.948966872264,23135.718487290553,17810.041589324177
1280,100.0,1149883.7519720301,54,34,12,22753.47490993797,22925.28627034108,17795.956490550696
1281,100.0,1149883.7519720301,54,34,12,22754.42759796704,22925.29052432945,17797.28150067321
1282,101.75,1149883.7519720301,54,34,12,22949.241845041866,23325.581543373355,17830.22076752196
1283,101.25,1149883.7519720301,54,34,12,22894.07509616245,23211.21815100222,17822.467947671576
1284,101.75,1149883.7519720301,54,34,12,22950.395542001384,23325.590053098436,17836.291509370356
1285,99.35,1149883.7519720301,54,34,12,22685.19063796637,22776.629602603203,17774.25372292848
1286,100.46,1149883.7519720301,54,34,12,22807.846418072393,23030.53003481067,17803.703413253286
1287,100.0,1149883.7519720301,54,34,12,22758.17688930145,22925.316055603216,17790.80341274798
1288,100.0,1149883.7519720301,54,34,12,22759.141513882274,22925.320312039697,17792.010178087385
1289,97.75,1149883.7519720301,54,34,12,22511.54600660399,22410.670157061315,17726.840937483943
1290,98.25,1149883.7519720301,54,34,12,22567.004813711486,22525.042061256336,17742.825712107617
1291,99.82,1149883.7519720301,54,34,12,22740.352202018894,22884.160730507137,17778.615546052035
1292,98.25,1149883.7519720301,54,34,12,22568.6820895688,22525.050576578462,17746.46095529386
1293,97.75,1149883.7519720301,54,34,12,22513.90920468852,22410.687187705626,17741.557747181258
1294,100.0,1149883.7519720301,54,34,12,22762.334377971707,22925.34585800631,17776.45861322897
1295,100.0,1149883.7519720301,54,34,12,22763.301297387854,22925.3501168923,17777.79708927937
1296,97.25,1149883.7519720301,54,34,12,22462.385858513186,22296.332317304812,17739.539305098082
1297,97.75,1149883.7519720301,54,34,12,22518.32494433768,22410.704223949746,17747.674344057927
1298,98.75,1149883.7519720301,54,34,12,22627.077014936513,22639.443778003606,17759.35388104552
1299,98.25,1149883.7519720301,54,34,12,22572.331903834507,22525.08039123113,17758.994547316568
1300,99.42,1149883.7519720301,54,34,12,22701.39623103619,22792.704945985286,17763.74868048532
1301,100.0,1149883.7519720301,54,34,12,22765.948632172982,22925.375677560216,17766.447676358603
1302,100.0,1149883.7519720301,54,34,12,22766.91592762179,22925.37993889713,17767.890124112822
1303,99.25,1149883.7519720301,54,34,12,22685.505487629314,22753.83272999606,17762.21462812412
1304,102.75,1149883.7519720301,54,34,12,23069.107603526845,23554.410521445257,17785.10435895787
1305,101.75,1149883.7519720301,54,34,12,22959.65810058431,23325.679489715352,17779.236092458446
1306,101.75,1149883.7519720301,54,34,12,22960.12503155033,23325.68375245343,17782.154014622713
1307,98.75,1149883.7519720301,54,34,12,22632.269529123347,22639.482133188925,17734.782072310398
